ID	Traditional	Pinyin	POS	Meaning
B6L06-II-01	出租	chūzū	V	to rent, for lease; rental, leasing
B6L06-II-02	吸金	xījīn	Vi	to bring in (revenue)
B6L06-II-03	赴	fù	V	to go to (literary)
B6L06-II-04	贈與	zèngyǔ	V	to give to
B6L06-II-05	抵達	dǐdá	Vpt	to arrive at
B6L06-II-06	冒雨	màoyǔ	Adv	despite the rain
B6L06-II-07	迎接	yíngjiē	V	to welcome
B6L06-II-08	首次	shǒucì	Adv	for the first time
B6L06-II-09	見客	jiànkè	V-sep	to meet with guests
B6L06-II-10	達	dá	Vpt	to reach, up to
B6L06-II-11	人次	réncì	N	head count
B6L06-II-12	當局	dāngjú	N	the authorities
B6L06-II-13	宣告	xuāngào	V	to announce, to declare
B6L06-II-14	期間	qíjiān	N	over the course of, whilst
B6L06-II-15	為期	wéiqí	Vst	lasting a period of, lasting, for a period of
B6L06-II-16	巡展	xúnzhǎn	N	exhibition tour
B6L06-II-17	租金	zūjīn	N	rental money, leasing fees, rent
B6L06-II-18	有利可圖	yǒulìkětú	Id	profitable, promise to be profitable
B6L06-II-19	波	bō	M	a wave of
B6L06-II-20	拉鋸	lājù	N	a see-saw (battle), a close contest
B6L06-II-21	可觀	kěguān	Vs	considerable (amount of), substantial
B6L06-II-22	收益	shōuyì	N	earnings, revenue, income
B6L06-II-23	林業	línyè	N	forestry, forest industry
B6L06-II-24	捕捉	bǔzhuō	V	to catch, to capture
B6L06-II-25	野生	yěshēng	Vs-attr	wild, feral
B6L06-II-26	呼籲	hūyù	Vi	to call on
B6L06-II-27	保育	bǎoyù	Vi	to conserve, conservation
B6L06-II-28	設立	shèlì	V	to set up, to establish
B6L06-II-29	進展	jìnzhǎn	N/Vi	progress, to progress
B6L06-II-31	野外	yěwài	N	wilderness
B6L06-II-32	近年	jìnnián	N	in recent years
B6L06-II-33	圈養	juànyǎng	Vs-attr	raised in pens
B6L06-II-34	野放	yěfàng	V	to release into the wild
B6L06-II-35	就算	jiùsuàn	Conj	even if
B6L06-II-T-01	尼克森	Níkèsēn		Richard Nixon (the 37th President of the USA, 1913-1994)
B6L06-II-T-02	北京	Běijīng		Beijing
B6L06-II-T-03	周恩來	Zhōu Ēnlái		Zhou Enlai (1st to 4th prime minster of the People's Republic of China, 1898-1976)
B6L06-II-T-06	華盛頓	Huáshèngdùn		Washington (the capital of the USA)
B6L06-II-T-07	港澳	Gǎng'ào		Hong Kong and Macao (Macau)
B6L06-II-T-08	洛杉磯	Luòshānjī		Los Angeles
B6L06-II-T-09	奧運會	Àoyùnhuì		Olympic Games
B6L06-II-T-10	永永	Yǒngyǒng		Yong Yong (貓熊名)
B6L06-II-T-11	迎新	Yíngxīn		Ying Xin (貓熊名)
B6L06-II-T-12	舊金山	Jiùjīnshān		San Francisco
B6L06-II-T-13	美國聯邦漁業和野生動物管理局	Měiguó liánbāng yúyè hàn yéshāng dòngwù guǎnlǐ jú		FWS: United States Fish and Wildlife Service
B6L06-II-T-14	四川臥龍自然保護區	Sìchuān Wòlóng zìrán bǎohù qū		Sichuan Wolong National Nature Reserves
B6L07-I-0-01	自我	zìwǒ	N	ego-centricity
B6L07-I-0-02	膨脹	péngzhàng	Vs	to puff up, to swell up, self-complacent
B6L07-I-0-03	面貌	miànmào	N	face, real nature of things
B6L07-I-0-04	醒悟	xǐngwù	Vp	to come to one's senses, to wake up (to reality), awakening
B6L07-I-0-05	體會	tǐhuì	Vst	to know from experience, to truly understand
B6L07-I-0-06	苦澀	kǔsè	Vs/N	bitter; bitterness
B6L07-I-01	情敵	qíngdí	N	rival in love
B6L07-I-02	我行我素	wǒxíng wǒsù	Id	do things your own way
B6L07-I-03	未婚	wèihūn	Vs	unmarried, single
B6L07-I-04	立志	lìzhì	Vi	to determine to become, to resolve to become, to aspire to be
B6L07-I-05	志向	zhìxiàng	N	aspiration, ambition
B6L07-I-06	減肥	jiǎnféi	Vi	to lose weight, weight-loss, on a diet
B6L07-I-07	撐	chēng	Vi	push yourself, last
B6L07-I-08	定下來	dìngxiàlái	Ph	to settle down
B6L07-I-09	殘酷	cánkù	Vs	cruel, brutal
B6L07-I-10	當下	dāngxià	N	at a time when
B6L07-I-11	重來	chónglái	Vi	to redo, to relive, to start over
B6L07-I-12	鬼東西	guǐdōngxi	Ph	darn thing
B6L07-I-13	俊男美女	jùnán měinǚ	Ph	good-looking man and/or woman
B6L07-I-14	歡喜	huānxǐ	N	happiness, joy
B6L07-I-15	悲傷	bēishāng	N	sadness, sorrow
B6L07-I-16	激發出來	jīfā chūlái	Ph	inspired by, stirred up by, aroused by
B6L07-I-17	發福	fāfú	Vp	to put on weight
B6L07-I-18	想幹嘛就幹嘛	xiǎng gànma jiù gànma	Ph	to do what you want, to be self-indulgent
B6L07-I-19	幹	gàn	Vi	to do, to engage in, to undertake
B6L07-I-20	無趣	wúqù	Vs	boring, dull, vapid
B6L07-I-21	斟酌	zhēnzhuó	V	to consider, to think about
B6L07-I-22	何時	héshí	N	when, whenever
B6L07-I-23	閃人	shǎnrén	Vi	to leave, to escape, to get out of the way
B6L07-I-24	尷尬	gāngà	Vs	awkward
B6L07-I-25	忠於	zhōngyú	Vst	to be faithful to
B6L07-I-26	萎縮	wěisuō	Vs	to shrink
B6L07-I-27	當頭棒喝	dāngtóu bànghè	Id	give a sharp warning, give a wake up call, wake you up
B6L07-I-28	自以為是	zìyǐ wéishì	Id	be full of yourself, opinionated, self-righteous
B6L07-I-29	幹嘛	gànma	Adv	Whatever for?
B6L07-I-30	破綻	pòzhàn	N	flaw, hoe (in logic, etc.), fault
B6L07-I-31	德性	déxìng	N	your true (negative) self, look at yourself!
B6L07-I-32	勇敢	yǒnggǎng	Vs	courageous
B6L07-I-33	私生子	sīshēngzǐ	N	illegitimate child, child born out of wedlock, love child
B6L07-I-34	縱使	zòngshǐ	Conj	even though, even if
B6L07-I-35	自詡	zìxǔ	Vi	to brag that you are
B6L07-I-36	開明	kāimíng	Vs	enlightened
B6L07-I-37	知識份子	zhīshì fènzǐ	Ph	intellectual, learned person
B6L07-I-38	留洋	liúyáng	V-sep	to study abroad
B6L07-I-39	老夫子	lǎofūzǐ	N	conservative scholar, i.e., somebody who is stuck in the past intellectually and unwilling to let new things change him/her
B6L07-I-40	提早	tízǎo	Adv	early, ahead of time
B6L07-I-41	溫和	wēnhé	Vs	gentle, good-natured, mild-mannered
B6L07-I-42	幹架	gànjià	V-sep	to fight with, to quarrel with
B6L07-I-43	逼出	bīchū	V	to force out, to realize
B6L07-I-44	苦	kǔ	Vs	bitter
B6L07-I-45	邪惡	xié'è	Vs	evil, bad
B6L07-I-46	發揮	fāhuī	V	instigate, to implement, to promote
B6L07-I-47	極致	jízhì	N	to the utmost
B6L07-II-01	晚婚	wǎnhūn	N	late marriage
B6L07-II-02	直到	zhídào	Prep	until, up to, to date
B6L07-II-03	心儀	xīnyí	Vst	to be attracted
B6L07-II-04	表白	biǎobái	Vi	to confess (one's love)
B6L07-II-05	使命	shǐmìng	N	mission
B6L07-II-06	動力	dònglì	N	motivation, impetus
B6L07-II-07	軟弱	ruǎnruò	Vs	weak, soft, (here) passive
B6L07-II-08	共度一生	gòngdù yìshēng	Ph	to share entire life together
B6L07-II-09	頂多	dǐngduō	Adv	at most
B6L07-II-10	半生	bànshēng	N	half one's life
B6L07-II-11	加碼	jiāmǎ	Vi	to add to the weight of arguments (by listing...)
B6L07-II-12	之間	zhījiān	N	in between, among
B6L07-II-13	模式	móshì	N	way, mode
B6L07-II-14	大腦	dànǎo	N	brain, cerebrum
B6L07-II-15	一片空白	yípiàn kòngbái	Ph	a blank, draw a blank (mentally)
B6L07-II-16	點點滴滴	diǎndiǎn dīdī	Ph	minute details
B6L07-II-17	細膩	xìnì	Vs	meticulous, sensitive to detail
B6L07-II-18	細節	xìjié	N	details
B6L07-II-19	神經大條	shénjīng dàtiáo	Ph	(Tw Mandarin) thick-skinned, insensitive
B6L07-II-20	察言觀色	cháyán guānsè	Id	to be attentive to contexts
B6L07-II-21	說理	shuōlǐ	Vi	to reason, to rationalize things
B6L07-II-22	理性	lǐxìng	Vs	rational, logical
B6L07-II-23	不由自主	bùyóu zìzhǔ	Id	cannot help but (do s/t), involuntary
B6L07-II-24	慣性	guànxìng	N	routine
B6L07-II-25	長篇大論	chángpiān dàlùn	Id	long-winded speech, lengthy lecture
B6L07-II-26	同理心	tónglǐxīn	N	empathy
B6L07-II-27	即	jí	Adv	soon, immediately
B6L07-II-28	漫不經心	mànbù jīngxīn	Id	"inattentive, ""not all there"""
B6L07-II-29	忘記	wàngjì	Vpt	to forget
B6L07-II-30	不守信用	bùshǒu xìnyòng	Ph	break your word, untrustworthy, go back on your word
B6L07-II-31	說話不算話	shuōhuà búsuànhuà	Ph	to not keep your word, your word means nothing
B6L07-II-32	不幸	búxìng	Adv	unfortunately
B6L07-II-33	拐彎抹角	guǎiwān mòjiǎo	Id	to beat around the bush, equivocate, evade, not be direct
B6L07-II-34	語病	yǔbìng	N	faulty wording, bad choice of words
B6L07-II-35	字面	zìmiàn	N	literal meaning, surface
B6L07-II-36	爭辯不休	zhēngbiàn bùxiū	Ph	to quarrel incessantly
B6L07-II-37	背後	bèihòu	N	behind
B6L07-II-38	微妙	wéimiào	Vs	tricky, delicate (situations, etc.)
B6L07-II-39	親身	qīnshēn	Adv	presonally, first-hand
B6L07-II-40	共同點	gòngtóngdiǎn	N	common point, something in common, common ground
B6L08-I-0-01	黑洞	hēidòng	N	black hole
B6L08-I-0-02	榮耀	róngyào	N	honor, glory
B6L08-I-0-03	國力	guólì	N	national power, national strength
B6L08-I-0-04	債務	zhàiwù	N	debt
B6L08-I-0-05	謹慎為之	jǐnshèn wéizhī	Ph	be prudent, careful
B6L08-I-01	主辦	zhǔbàn	V	to host
B6L08-I-02	強心針	qiángxīnzhēn	N	"strongest encouragement, ""a shot in the arm"""
B6L08-I-03	國債	guózhài	N	national debt
B6L08-I-04	歷經	lìjīng	V	to experience, to go through, to have been through
B6L08-I-05	輪	lún	M	a round of
B6L08-I-06	脫穎而出	tuōyǐng érchū	Id	stand out form (the rest)
B6L08-I-07	申奧（申請奧運）	shēn'Ào (shēnqǐng Àoyùn)	Ph	to apply to host the Olympics
B6L08-I-08	宣傳	xuānchuán	N	promotion
B6L08-I-09	盛大	shèngdà	Vs	spectacular, grand
B6L08-I-10	項目	xiàngmù	N	items, events (of completion)
B6L08-I-11	盛會	shènghuì	N	grand event, huge gathering
B6L08-I-12	無不	wúbù	Adv	invariably, without exception, (lit.) not one (he) doesn't
B6L08-I-13	贊助	zànzhù	V/N	to sponsor; sponsorship, financial support
B6L08-I-14	宣稱	xuānchēng	V	to claim, to assert
B6L08-I-15	龐大	pángdà	Vs	huge
B6L08-I-16	蓬勃	péngbó	Adv/Vs	vigorously
B6L08-I-17	絢麗	xuànlì	Vs	gorgeous, dazzling, magnificent
B6L08-I-18	綻放	zhànfàng	Vp	to get into magnificent display
B6L08-I-19	歸於	guīyú	Vst	to end up in
B6L08-I-20	前車之鑒	qiánchē zhījiàn	Id	mistakes made by thoses who came before, lessons from history, instructive precedents
B6L08-I-21	財務	cáiwù	N	financial status
B6L08-I-22	興建	xīngjiàn	V	to build, to construct
B6L08-I-23	運動場館	yùndòng chǎngguǎn	Ph	stadium, venue for sports
B6L08-I-24	周遭	zhōuzāo	N	surrounding, periphery
B6L08-I-25	更新	gēngxīn	V	to update, renew
B6L08-I-26	舉債	jǔzhài	Vi	to incur debt
B6L08-I-27	籌措	chóucuò	V	to raise (funds)
B6L08-I-28	還清	huánqīng	V	pay off (a debt)
B6L08-I-29	施工	shīgōng	N	construction
B6L08-I-30	塔柱	tǎzhù	N	pylon, pillar
B6L08-I-31	花費	huāfèi	V/N	expenditures
B6L08-I-32	預估	yùgū	Vi	to estimate
B6L08-I-33	一路	yílù	Adv	all the way
B6L08-I-34	人士	rénshì	N	people
B6L08-I-35	足足	zúzú	Adv	fully
B6L08-I-36	參與	cānyù	V	to participate in, to attend
B6L08-I-37	有餘	yǒuyú	N	in excess of
B6L08-I-38	超支	chāozhī	N	over-expenditure
B6L08-I-39	專屬	zhuānshǔ	N	exclusive characteristics
B6L08-I-40	必	bì	Adv	to be bound to, to be guaranteed to
B6L08-I-41	巨額	jù'é	N	huge amount, a large sum
B6L08-I-42	足以	zúyǐ	Adv	enough to be sufficient to
B6L08-I-43	回本	huíběn	V-sep	to recover one's initial costs
B6L08-I-44	最終	zuìzhōng	Adv	in the end, eventually
B6L08-I-45	買單	mǎidān	V-sep	to pay a bill, to foot the bill
B6L08-I-T-01	雅典	Yǎdiǎn		Athens
B6L08-I-T-02	奧林匹克運動會	Àolínpīkè yùndònghuì		Olympics Games
B6L08-I-T-03	世界盃足球賽	Shìjièbēi zúqiúsài		FIFA World Cup
B6L08-I-T-04	蒙特婁	Méngtèlóu		Montreal, Canada
B6L08-I-T-05	美金	Měijīn		US dollars
B6L08-I-T-06	英鎊	Yīngbàng		British pounds
B6L08-II-01	虧錢	kuīqián	V-sep	to lose money
B6L08-II-02	虧本	kuīběn	V-sep	to lose money, at a loss
B6L08-II-03	收場	shōuchǎng	Vp	to end up with, fix the situation, (below) what are you going to do now?
B6L08-II-04	冷戰	lěngzhàn	N	cold war
B6L08-II-05	氛圍	fēnwéi	N	atmosphere, ambiance
B6L08-II-06	突然之間	túrán zhījiān	Id	suddenly (之間, N, among, between)
B6L08-II-07	燙手山芋	tàngshǒu shānyù	Ph	a hot potato, something nobody wants
B6L08-II-08	唯二	wéièr	Vs-attr	only two
B6L08-II-09	決選出	juéxuǎnchū	Ph	to have finalized on the selection of
B6L08-II-10	意味	yìwèi	V	to mean
B6L08-II-11	接下	jiēxià	V	to agree to
B6L08-II-12	為人稱道	wéirén chēngdào	Ph	to be praise-worthy
B6L08-II-13	經由	jīngyóu	Prep	through, via, by way of
B6L08-II-14	招商	zhāoshāng	Vi	to attract investment
B6L08-II-15	盈餘	yíngyú	N	profit, earnings
B6L08-II-16	開幕	kāimù	Vi	opening (ceremony)
B6L08-II-17	閉幕	bìmù	Vi	closing (ceremony)
B6L08-II-18	典禮	diǎnlǐ	N	ceremony
B6L08-II-19	損益平衡	sǔnyì pínghéng	Ph	break even, lit. losses and profits balance out
B6L08-II-20	支撐	zhīchēng	V	to support
B6L08-II-21	後續	hòuxù	Vs-attr	follow-up
B6L08-II-22	總共	zǒnggòng	N	crowds
B6L08-II-23	基數	jīshù	N	base number
B6L08-II-24	再者	zàizhě	Conj	in addition, furthermore
B6L08-II-25	人潮	réncháo	N	crowds
B6L08-II-26	短期	duǎnqí	N	short term
B6L08-II-27	蚊子館	wénziguǎn	Ph	white elephant, i.e., government projects on which huge amounts of money are spent, but after they are completed or used for a certain purpose, they are not use again. They are populated only by mosquitoes
B6L08-II-28	劑	jì	M	dose, measure for medicinal dosage
B6L08-II-29	陷入	xiànrù	Vst	to be caught in, to fall into
B6L08-II-30	景象	jǐngxiàng	N	sight, scene
B6L08-II-31	四年一度	sìnián yídù	Ph	once very four years
B6L08-II-32	有/無福/消受	yǒu/wúfú/xiāoshòu	Id	be fortunate enough to enjoy, not have the fortune of enjoying
B6L08-II-33	巨象	jùxiàng	N	elephant
B6L08-II-34	狠狠	hěnhěn	Adv	severely, viciously
B6L08-II-T-01	奧會 = 奧林匹克委員會	Àohuì (Àolínpīkè wěiyuánhuì)		Olympic Committee
B6L09-I-0-01	相關何處	xiāngguān héchù	Ph	Where is home? (lit.) Where is the road to my hometown?
B6L09-I-0-02	開啓	kāiqǐ	V	to open up, to unlock
B6L09-I-0-03	浪遊	làngyóu	Vi	to be wandering, roaming
B6L09-I-0-04	泰半	tàibàn	Det	most, the majority of (泰 = 大)
B6L09-I-0-05	遷移	qiānyí	N	migrating
B6L09-I-0-06	變換	biànhuàn	N	changes
B6L09-I-0-07	安身	ānshēn	Vi	to call home, to settle down
B6L09-I-0-08	念頭	niàntou(tóu)	N	idea, desire
B6L09-I-0-09	前提	qiántí	N	condition, precondition, prerequisite
B6L09-I-01	遠行	yuǎnxíng	Vi	to take a long trip, go on a long journey
B6L09-I-02	山洞	shāndòng	N	(mountain) cave
B6L09-I-03	姑媽	gūmā	N	aunt (on one's father's side)
B6L09-I-04	自助餐	zìzhùcān	N	cafeteria style restaurant
B6L09-I-05	寄宿生	jìsùshēng	N	student who lives on campus, student who lives in a campus dormitory
B6L09-I-06	爛漫	lànmàn	Vs	brilliant, colorful
B6L09-I-07	年歲	niánsuì	N	the years, age
B6L09-I-08	鄉愁	xiāngchóu	N	homesickness
B6L09-I-09	他鄉	tāxiāng	N	a strange land, a place far from home
B6L09-I-10	異地	yìdì	N	a place other than one's own hometown
B6L09-I-11	腳步	jiǎobù	N	footstep, pace, approaching
B6L09-I-12	算計	suànjì	Vi	to calculate, to count
B6L09-I-13	漂泊	piāobó	Vi	to drift aimlessly
B6L09-I-14	不時	bùshí	Adv	often
B6L09-I-15	居留	jūliú	Vi	to reside
B6L09-I-16	來日	láirì	N	days ahead, time ahead
B6L09-I-17	認定	rèndìng	V	to be committed to
B6L09-I-18	形態	xíngtài	N	way of, status quo
B6L09-I-19	彷彿	fǎngfú	Vst	to seem, as if
B6L09-I-20	旅程	lǚchéng	N	trip, journey
B6L09-I-22	邁進	màijìn	Vi	to take a step forward
B6L09-I-23	不巧	bùqiǎo	Vs	by unfortunate coincidence, unfortunately
B6L09-I-24	派駐	pàizhù	V	to be stationed at, to be assigned to
B6L09-I-25	流轉	liúzhuǎn	Vi	to flow (time, etc...), to go back and forth between, to shuttle between
B6L09-I-26	之類	zhīlèi	N	and the like, and what not
B6L09-I-27	度假	dùjià	V-sep	to vacation, spend one's holiday
B6L09-I-28	居所	jūsuǒ	N	living place, residence
B6L09-I-29	恆常不變	héngcháng búbiàn	Id	unchanging, permanent
B6L09-I-30	地址	dìzhǐ	N	address
B6L09-I-31	養老	yǎnglǎo	Vi	to care for in one's old age, to live out one's retirement or old age
B6L09-I-32	愕然	è'rán	Vs	stunned, astounded, taken aback
B6L09-I-33	驚醒	jīngxǐng	Vp	to frighten awake, to jolt awake, to wake with a start
B6L09-I-34	已然	yǐrán	Adv	actually
B6L09-I-35	失根	shīgēn	Vp-sep	to lose one's roots
B6L09-I-36	理所當然	lǐsuǒ dāngrán	Id	take as a matter of course, take for granted, naturally think of as
B6L09-I-37	依舊	yījiù	Adv	still the same, as ever, as before
B6L09-I-38	碧綠	yīlǜ	Vs	dark green, verdant
B6L09-I-39	寧靜	níngjìng	Vs	peaceful, serence
B6L09-I-40	住所	zhùsuǒ	N	residence
B6L09-I-41	落地窗	luòdìchuāng	N	French window
B6L09-I-42	望見	wàngjiàn	V	to see
B6L09-I-43	星空	xīngkōng	N	starry sky
B6L09-I-44	後院	hòuyuàn	N	backyard
B6L09-I-45	樹	shù	N	tree
B6L09-I-46	松鼠	sōngshǔ	N	squirrel
B6L09-I-47	麻雀	máquè	N	sparrow
B6L09-I-48	嬉戲	xīxì	Vi	to play (like children)
B6L09-I-49	具體	jùtǐ	Vs	concrete, in actual fact
B6L09-I-T-01	基隆	Jīlóng		Keelung (the city of northern Taiwan)
B6L09-I-T-02	亞力山大	Yǎlìshāndà		Alexander (name of a man)
B6L09-II-01	地道	dìdào	Vs	authentic, genuine
B6L09-II-02	華裔	Huáyì	N	foreign citizens of Chinese ancestry
B6L09-II-03	混血	hùnxiě	Vs-attr	mixed blood, mixed race
B6L09-II-04	係	xì	Vst	to be
B6L09-II-05	諸多	zhūduō	Vs-attr	many, numerous
B6L09-II-06	國度	guódù	N	nation
B6L09-II-07	身世	shēnshì	N	one's origins, personal background
B6L09-II-08	多重	duōchóng	Vs-attr	multiple
B6L09-II-09	追究	zhuījiù	V	to investigate, to track
B6L09-II-10	純粹	chúncuì	Vs/Adv	pure
B6L09-II-11	公民	gōngmín	N	citizen, (below) referendum (lit. vote by the citizens)
B6L09-II-12	屬意	shǔ(zhǔ)yì	Vs-attr	to have one's heart set on, to be partial to
B6L09-II-13	景致	jǐngzhì	N	view, landscape, scenery
B6L09-II-14	門牌	ménpái	N	doorplate (house number)
B6L09-II-15	心愛	xīnài	Vs-attr	beloved, treasured
B6L09-II-16	家當	jiādàng	N	property, family possessions
B6L09-II-17	家用	jiāyòng	N	household things, household
B6L09-II-18	安防	ānfàng	V	to place
B6L09-II-19	平日	píngrì	N	everyday, from day to day
B6L09-II-20	收集	shōují	V	to collect, to gather
B6L09-II-21	畫作	huàzuò	N	painting
B6L09-II-22	窗台	chuāngtái	N	windowsill
B6L09-II-23	盆景	pénjǐng	N	potted plant, bonsai
B6L09-II-24	不離不棄	bùlí búqì	Id	ever-present, beloved
B6L09-II-25	茶壺	cháhú	N	teapot
B6L09-II-26	熱騰騰	rètēngtēng	Ph	piping hot, steaming hot
B6L09-II-27	菊花	júhuā	N	chrysanthemum
B6L09-II-28	普洱	pǔ'ěr	N	pu'er (fermented tea from Yunnan, China)
B6L09-II-29	呷	xiá	V	to drink (literary)
B6L09-II-30	安家	ānjiā	Vi	to set up one's home, to settle down, to settle in
B6L09-II-31	比如	bǐrú	Vst	for example, for instance, like
B6L09-II-32	氣候宜人	qìhòu yírén	Ph	pleasant climate
B6L09-II-33	城鎮	chéngzhèn	N	town
B6L09-II-34	所在	suǒzài	N	location, where (something is at), (below) where you find
B6L09-II-35	體貼	tǐtiē	Vs	considerate, thoughtful, loving
B6L09-II-36	破敗	pòbài	Vs	torn, ruined, dilapidated
B6L09-II-37	懶惰	lǎnduò	Vs	lazy
B6L09-II-38	幅	fú	M	measure for paintings
B6L09-II-39	天長地久	tiāncháng dìjiǔ	Id	forever, here: enduring, everlasting, eternal
B6L09-II-40	羈旅	jīlǚ	Vi	stay long in a strange place
B6L09-II-41	驛站	yìzhàn	N	(bus, train, etc...) stop, post, stop (along the way)
B6L09-II-42	行李	xínglǐ	N	luggage, suitcase, belongings
B6L09-II-43	洗滌	xǐdí	V	to wash, to cleanse
B6L09-II-44	風塵	fēngchén	N	dust (from travel), travel fatigue
B6L09-II-45	歇腳	xiējiǎo	V-sep	take a break, stop on the way for a rest
B6L09-II-T-01	哥大建築學系	Gēdà jiànzhú xuéxì		Columbia University, Department of Architecture
