ID	Traditional	Pinyin	POS	Meaning	Tags	Audio
B5L08-I-07	怵目驚心	chùmù jīngxīn	Id	shocked to witness		[sound:B5.08-03.017.mp3]
B5L08-I-08	冒	mào	V	to risk		[sound:B5.08-03.018.mp3]
B5L08-I-09	聯合國	Liánhéguó	N	United Nations, UN		[sound:B5.08-03.019.mp3]
B5L08-I-10	止	zhǐ	Ptc	until (classical Chinese)		[sound:B5.08-03.020.mp3]
B5L08-I-11	庇護	bìhù	N	asylum		[sound:B5.08-03.021.mp3]
B5L08-I-12	人數	rénshù	N	number of people		[sound:B5.08-03.022.mp3]
B5L08-I-13	面臨	miànlín	V	to face, confront		[sound:B5.08-03.023.mp3]
B5L08-I-14	團結	tuánjié	Vi	to unite, form solidarity with		[sound:B5.08-03.024.mp3]
B5L08-I-15	召開	zhàokāi	V	to convene, hold (a meeting)		[sound:B5.08-03.025.mp3]
B5L08-I-16	高峰會	gāofēng huì	N	Summit (meeting)		[sound:B5.08-03.026.mp3]
B5L08-I-17	領袖	lǐngxiù	N	leader, head of a state		[sound:B5.08-03.027.mp3]
B5L08-I-18	消除	xiāochú	V	to eliminate		[sound:B5.08-03.028.mp3]
B5L08-I-19	仇外	chóuwài	Vs	anti-foreign		[sound:B5.08-03.029.mp3]
B5L08-I-20	前...	qián...	N	former-, ex-		[sound:B5.08-03.030.mp3]
B5L08-I-21	歐巴馬	Ōubāmǎ	N	Barack Obama (former US president)	People	[sound:B5.08-03.031.mp3]
B5L08-I-22	會議	huìyì	N	conference, meeting		[sound:B5.08-03.032.mp3]
B5L08-I-23	主義	zhǔyì	N	"""-ism"" (as in terrorism, communism)"		[sound:B5.08-03.033.mp3]
B5L08-I-24	受害者	shòuhàizhě	N	victim		[sound:B5.08-03.034.mp3]
B5L08-I-25	向來	xiànglái	Adv	always, all along		[sound:B5.08-03.035.mp3]
B5L08-I-26	單一	dānyī	Vs-attr	one, single (any one country's responsibility)		[sound:B5.08-03.036.mp3]
B5L08-I-27	共同	gòngtóng	Adv	together, jointly		[sound:B5.08-03.037.mp3]
B5L08-I-28	排外	páiwài	Vi	anti-foreign, xenophobic		[sound:B5.08-03.038.mp3]
B5L08-I-29	融入	róngrù	V	to integrate, blend in		[sound:B5.08-03.039.mp3]
B5L08-I-30	收容	shōuróng	V	to offer refuge to		[sound:B5.08-03.040.mp3]
B5L08-I-31	或許	huòxǔ	Adv	perhaps, probably		[sound:B5.08-03.041.mp3]
B5L08-I-32	勞動力	láodònglì	N	manpower		[sound:B5.08-03.042.mp3]
B5L08-I-33	轉化	zhuǎnhuà	Vi	to change into, transform into		[sound:B5.08-03.043.mp3]
B5L08-I-34	里約	Lǐyuē	N	Rio, Brasil	Place	[sound:B5.08-03.044.mp3]
B5L08-I-35	奧運	Àoyùn	N	Olympics		[sound:B5.08-03.045.mp3]
B5L08-I-36	首度	shǒudù	Adv	first time		[sound:B5.08-03.046.mp3]
B5L08-I-37	代表隊	dàibiǎoduì	N	representative team, team representing		[sound:B5.08-03.047.mp3]
B5L08-I-38	逃離	táolí	V	to escape from, flee from		[sound:B5.08-03.048.mp3]
B5L08-I-39	戰火	zhànhuǒ	N	fires of war		[sound:B5.08-03.049.mp3]
B5L08-I-40	殘障	cánzhàng	N	physical disability		[sound:B5.08-03.050.mp3]
B5L08-I-41	忘掉	wàngdiào	Vpt	to forget		[sound:B5.08-03.051.mp3]
B5L08-I-42	英雄	yīngxióng	N	hero		[sound:B5.08-03.052.mp3]
B5L08-I-43	身分	shēnfèn	N	identification		[sound:B5.08-03.053.mp3]
B5L08-I-44	索馬利亞	Suǒmǎlìyǎ	N	Somalia	Place	[sound:B5.08-03.054.mp3]
B5L08-I-45	之後	zhīhòu	N	subsequent to that		[sound:B5.08-03.055.mp3]
B5L08-I-46	參選	cānxuǎn	V	to run in an election		[sound:B5.08-03.056.mp3]
B5L08-I-47	膚色	fūsè	N	skin color		[sound:B5.08-03.057.mp3]
B5L08-I-48	早日	zǎorì	Adv	soon		[sound:B5.08-03.058.mp3]
B5L08-I-49	扶持	fúchí	V	to support, help, aid, assist		[sound:B5.08-03.059.mp3]
B5L08-II-01	優先	yōuxiān	Vs	to be given priority		[sound:B5.08-07.002.mp3]
B5L08-II-02	無力	wúlì	Vst	incapable of, powerless to		[sound:B5.08-07.003.mp3]
B5L08-II-03	安置	ānzhì	V	to make proper living arrangements for		[sound:B5.08-07.004.mp3]
B5L08-II-04	支出	zhīchū	N/V	expenditure; to expend		[sound:B5.08-07.005.mp3]
B5L08-II-05	導致	dǎozhì	V	to cause, result in, lead to		[sound:B5.08-07.006.mp3]
B5L08-II-06	賦稅	fùshuì	N	taxes		[sound:B5.08-07.007.mp3]
B5L08-II-07	居民	jūmín	N	resident		[sound:B5.08-07.008.mp3]
B5L08-II-08	對立	duìlì	Vs	to oppose, be in opposition to, be antagonistic		[sound:B5.08-07.009.mp3]
B5L08-II-09	罷了	bàle	Ptc	merely, that's it, that is all		[sound:B5.08-07.010.mp3]
B5L08-II-10	德國	Déguó	N	Germany	Place	[sound:B5.08-07.011.mp3]
B5L08-II-11	每況愈下	měikuàng yùxià	Id	to deteriorate, go downhill, go from bad to worse		[sound:B5.08-07.012.mp3]
B5L08-II-12	拖垮	tuōkuǎ	V	to pull down with, drag down		[sound:B5.08-07.013.mp3]
B5L08-II-13	忽略	hūlüè	V	to ignore, overlook		[sound:B5.08-07.014.mp3]
B5L08-II-14	一一	yīyī	Adv	one by one, separately		[sound:B5.08-07.015.mp3]
B5L08-II-15	過濾	guòlǜ	V	to filter		[sound:B5.08-07.016.mp3]
B5L08-II-16	有機可乘	yǒujī kěchéng	Id	take advantage of a situation		[sound:B5.08-07.017.mp3]
B5L08-II-17	接二連三	jiē'èr liánsān'	Id	one after another, in rapid succession		[sound:B5.08-07.018.mp3]
B5L08-II-18	衝突	chōngtú	Vs	to conflict		[sound:B5.08-07.019.mp3]
B5L08-II-19	升高	shēnggāo	Vp	to increase, rise		[sound:B5.08-07.020.mp3]
B5L08-II-20	在在	zàizài	Adv	in all aspects (classical Chinese)		[sound:B5.08-07.021.mp3]
B5L08-II-21	設置	shèzhì	V	to establish, set up		[sound:B5.08-07.022.mp3]
B5L08-II-22	難民營	nànmínyíng	N	refugee camp		[sound:B5.08-07.023.mp3]
B5L08-II-23	關閉	guānbì	V	to close down		[sound:B5.08-07.024.mp3]
B5L08-II-24	邊界	biānjiè	N	border		[sound:B5.08-07.025.mp3]
B5L08-II-25	通往	tōngwǎng	V	to go to, lead to		[sound:B5.08-07.026.mp3]
B5L08-II-26	交託	jiāotuō	V	to entrust (one's safety, life, etc.) to		[sound:B5.08-07.027.mp3]
B5L08-II-27	人口	rénkǒu	N	human		[sound:B5.08-07.028.mp3]
B5L08-II-28	販子	fànzi	N	trafficker		[sound:B5.08-07.029.mp3]
B5L08-II-29	助長	zhùzhǎng	V	to foster, encourage (negatively)		[sound:B5.08-07.030.mp3]
B5L08-II-30	支付	zhīfù	V	to make a payment to		[sound:B5.08-07.031.mp3]
B5L08-II-31	總理	zǒnglǐ	N	chancellor, prime minister, premier		[sound:B5.08-07.032.mp3]
B5L08-II-32	梅克爾	Méikè'ěr'	N	Merkel (German chancellor)	People	[sound:B5.08-07.033.mp3]
B5L08-II-33	承認	chéngrèn	V	to admit, confess		[sound:B5.08-07.034.mp3]
B5L08-II-34	低估	dīgū	V	to underestimate		[sound:B5.08-07.035.mp3]
B5L08-II-35	和平	hépíng	Vs/N	peaceful; peace		[sound:B5.08-07.036.mp3]
B5L08-II-36	對策	duìcè	N	countermeasure, strategy		[sound:B5.08-07.037.mp3]
B5L08-II-37	販運	fànyùn	N	trafficking, smuggling, transporting		[sound:B5.08-07.038.mp3]
B5L08-II-38	首要之務	shǒuyào zhīwù	Id	top/first priority, the most important issue		[sound:B5.08-07.039.mp3]
B5L09-I-0-01	核電廠	hédiànchǎng	N	nuclear power plant		[sound:B5.09-03.002.mp3]
B5L09-I-0-02	熱烈	rèliè	Vs	fervent, ardent		[sound:B5.09-03.003.mp3]
B5L09-I-0-03	乃至	nǎizhì	Adv	and even		[sound:B5.09-03.004.mp3]
B5L09-I-01	遠處	yuǎnchù	N	a distant location		[sound:B5.09-03.006.mp3]
B5L09-I-02	輻射	fúshè	N	radiation		[sound:B5.09-03.007.mp3]
B5L09-I-03	外洩	wàixiè	Vi	to leak		[sound:B5.09-03.008.mp3]
B5L09-I-04	爆炸	bàozhà	Vp	to explode		[sound:B5.09-03.009.mp3]
B5L09-I-05	危言聳聽	wéiyán sǒngtīng	Id	alarmist talk, inflammatory statement		[sound:B5.09-03.010.mp3]
B5L09-I-06	致命	zhìmìng	Vs	lethal, fatal		[sound:B5.09-03.011.mp3]
B5L09-I-07	退燒	tuìshāo	Vp	to reduce fever, wane		[sound:B5.09-03.012.mp3]
B5L09-I-08	行之有年	xíngzhī yǒunián	Id	in use for years, long-established		[sound:B5.09-03.013.mp3]
B5L09-I-09	三哩島	Sānlǐdǎo	N	Three Mile Island, PA, USA	Place	[sound:B5.09-03.014.mp3]
B5L09-I-10	烏克蘭	Wūkèlán	N	Ukraine	Place	[sound:B5.09-03.015.mp3]
B5L09-I-11	車諾比	Chēnuòbǐ	N	Chernobyl	Place	[sound:B5.09-03.016.mp3]
B5L09-I-12	福島	Fúdǎo	N	Fukushima	Place	[sound:B5.09-03.017.mp3]
B5L09-I-13	核災	hézāi	N	nuclear disaster		[sound:B5.09-03.018.mp3]
B5L09-I-14	核電	hédiàn	N	nuclear power		[sound:B5.09-03.019.mp3]
B5L09-I-15	列為	lièwéi	Vst	to be ranked as, listed as		[sound:B5.09-03.020.mp3]
B5L09-I-16	等級	děngjí	N	level, grade		[sound:B5.09-03.021.mp3]
B5L09-I-17	位於	wèiyú	Vst	to be located at		[sound:B5.09-03.022.mp3]
B5L09-I-18	海嘯	hǎixiào	N	tsunami		[sound:B5.09-03.023.mp3]
B5L09-I-19	洪水	hóngshuǐ	N	flood		[sound:B5.09-03.024.mp3]
B5L09-I-20	數百萬	shùbǎiwàn	Ph	several millions, millions		[sound:B5.09-03.025.mp3]
B5L09-I-21	及時	jíshí	Adv	in time, in a timely manner		[sound:B5.09-03.026.mp3]
B5L09-I-22	顆	kē	M	measure for round objects, e.g., bombs		[sound:B5.09-03.027.mp3]
B5L09-I-23	炸彈	zhàdàn	N	bomb		[sound:B5.09-03.028.mp3]
B5L09-I-24	立即	lìjí	Adv	immediately, at once		[sound:B5.09-03.029.mp3]
B5L09-I-25	令	lìng	Vst	to cause, make, let		[sound:B5.09-03.030.mp3]
B5L09-I-26	擔憂	dānyōu	Vst	worried, concerned		[sound:B5.09-03.031.mp3]
B5L09-I-27	歐洲癌症護理雜誌	Ōuzhōu Áizhèng Hùlǐ Zázhì	N	European Journal of Cancer Care		[sound:B5.09-03.032.mp3]
B5L09-I-28	數字	shùzì	N	number, figures		[sound:B5.09-03.033.mp3]
B5L09-I-29	周圍	zhōuwéi	N	around, surrounding, on the periphery		[sound:B5.09-03.034.mp3]
B5L09-I-30	罹癌	lí'ái'	Vp	to be stricken with cancer		[sound:B5.09-03.035.mp3]
B5L09-I-31	偏	piān	Adv	slightly		[sound:B5.09-03.036.mp3]
B5L09-I-32	青少年	qīngshàonián	N	adolescents		[sound:B5.09-03.037.mp3]
B5L09-I-33	細胞	xìbāo	N	cell		[sound:B5.09-03.038.mp3]
B5L09-I-34	製造	zhìzào	V	to manufacture, produce, make		[sound:B5.09-03.039.mp3]
B5L09-I-35	廢料	fèiliào	N	waste, waste materials		[sound:B5.09-03.040.mp3]
B5L09-I-36	可行	kěxíng	Vs	feasible		[sound:B5.09-03.041.mp3]
B5L09-I-37	偏遠	piānyuǎn	Vs	rural, distant		[sound:B5.09-03.042.mp3]
B5L09-I-38	任誰	rèn shéi	Ph	anybody		[sound:B5.09-03.043.mp3]
B5L09-I-39	因應	yīnyìng	V	to deal with, handle		[sound:B5.09-03.044.mp3]
B5L09-I-40	再生能源	zàishēng néngyuán	Ph	renewable energy		[sound:B5.09-03.045.mp3]
B5L09-I-41	妥善	tuǒshàn	Adv	adequately, properly		[sound:B5.09-03.046.mp3]
B5L09-I-42	頭痛	tóutòng	Vs	a headache, a pain		[sound:B5.09-03.047.mp3]
B5L09-I-43	無解	wújiě	Vs	have no solution, be unsolvable		[sound:B5.09-03.048.mp3]
B5L09-I-44	難題	nántí	N	difficult problem, tough problem		[sound:B5.09-03.049.mp3]
B5L09-I-45	正確	zhèngquè	Vs	accurate		[sound:B5.09-03.050.mp3]
B5L09-II-01	環保	huánbǎo	Vs	environmentally friendly		[sound:B5.09-07.002.mp3]
B5L09-II-02	聯想	liánxiǎng	Vi	to associate with in the mind, think of		[sound:B5.09-07.003.mp3]
B5L09-II-03	事故	shìgù	N	accident		[sound:B5.09-07.004.mp3]
B5L09-II-04	運作	yùnzuò	N	operation		[sound:B5.09-07.005.mp3]
B5L09-II-05	疏失	shūshī	N	negligence		[sound:B5.09-07.006.mp3]
B5L09-II-06	視為	shìwéi	Vst	to regard as		[sound:B5.09-07.007.mp3]
B5L09-II-07	一概而論	yígài érlùn	Id	to make sweeping generalizations		[sound:B5.09-07.008.mp3]
B5L09-II-08	定時	dìngshí	Vs-attr	to be fixed in time (定時炸彈 = time bomb)		[sound:B5.09-07.009.mp3]
B5L09-II-09	風力	fēnglì	N	wind power		[sound:B5.09-07.010.mp3]
B5L09-II-10	水力	shuǐlì	N	water power, hydropower		[sound:B5.09-07.011.mp3]
B5L09-II-11	火力	huǒlì	N	thermal power		[sound:B5.09-07.012.mp3]
B5L09-II-12	太陽能	tàiyángnéng	N	solar power		[sound:B5.09-07.013.mp3]
B5L09-II-13	相比	xiāng bǐ	Vi	to be compared to		[sound:B5.09-07.014.mp3]
B5L09-II-14	機率	jīlǜ	N	chance (of something happening), likelihood		[sound:B5.09-07.015.mp3]
B5L09-II-15	雷	léi	N	lightning		[sound:B5.09-07.016.mp3]
B5L09-II-16	碳	tàn	N	carbon		[sound:B5.09-07.017.mp3]
B5L09-II-17	排放量	páifàngliàng	N	emissions		[sound:B5.09-07.018.mp3]
B5L09-II-18	有利	yǒulì	Vs	beneficial to		[sound:B5.09-07.019.mp3]
B5L09-II-19	二氧化碳	èryǎnghuàtàn	N	carbon dioxide		[sound:B5.09-07.020.mp3]
B5L09-II-20	溫室	wēnshì	N	greenhouse		[sound:B5.09-07.021.mp3]
B5L09-II-21	效應	xiàoyìng	N	effect		[sound:B5.09-07.022.mp3]
B5L09-II-22	河流	héliú	N	river		[sound:B5.09-07.023.mp3]
B5L09-II-23	魚類	yúlèi	N	fish		[sound:B5.09-07.024.mp3]
B5L09-II-24	噪音	zàoyīn	N	noise		[sound:B5.09-07.025.mp3]
B5L09-II-25	地熱	dìrè	N	geothermal		[sound:B5.09-07.026.mp3]
B5L09-II-26	成熟	chéngshóu	Vp	mature		[sound:B5.09-07.027.mp3]
B5L09-II-27	解決之道	jiějué zhīdào	Id	solution		[sound:B5.09-07.028.mp3]
B5L09-II-28	收取	shōuqǔ	V	to charge, collect		[sound:B5.09-07.029.mp3]
B5L09-II-29	高額	gāo'é'	Vs-attr	high (amount of money, tariff, profit, etc.)		[sound:B5.09-07.030.mp3]
B5L09-II-30	惹	rě	V	to cause, provoke, incur, stir up		[sound:B5.09-07.031.mp3]
B5L09-II-31	民怨	mínyuàn	N	popular discontent, public anger		[sound:B5.09-07.032.mp3]
B5L09-II-32	工業	gōngyè	N	industry		[sound:B5.09-07.033.mp3]
B5L09-II-33	停擺	tíngbǎi	Vp	to stop, to come to a halt		[sound:B5.09-07.034.mp3]
B5L09-II-34	倒退	dàotuì	Vp	to reverse, regress		[sound:B5.09-07.035.mp3]
B5L09-II-35	效率	xiàolǜ	N	efficiency		[sound:B5.09-07.036.mp3]
B5L09-II-36	供	gōng	V	to supply		[sound:B5.09-07.037.mp3]
B5L09-II-37	外商	wàishāng	N	foreign company/businessman		[sound:B5.09-07.038.mp3]
B5L09-II-38	優良	yōuliáng	Vs	fine, excellent, good		[sound:B5.09-07.039.mp3]
B5L09-II-39	民生	mínshēng	N	people's well-being/livelihood		[sound:B5.09-07.040.mp3]
B5L09-II-40	效益	xiàoyì	N	benefit		[sound:B5.09-07.041.mp3]
B5L09-II-41	設備	shèbèi	N	equipment		[sound:B5.09-07.042.mp3]
B5L09-II-42	隱憂	yǐnyōu	N	hidden concerns, worries		[sound:B5.09-07.043.mp3]
B5L09-II-43	綠色	lǜsè	N	green (color)		[sound:B5.09-07.044.mp3]
B5L09-II-44	替代	tìdài	V	alternative		[sound:B5.09-07.045.mp3]
B5L10-I-01	同性	tóngxìng	Vs-attr	to be of the same gender		[sound:B5.10-02.002.mp3]
B5L10-I-02	主播	zhǔbò	N	newscaster, anchor		[sound:B5.10-02.003.mp3]
B5L10-I-03	記者	jìzhě	N	reporter, journalist, correspondent		[sound:B5.10-02.004.mp3]
B5L10-I-04	連線	liánxiàn	Vi	to be online with, be connected with		[sound:B5.10-02.005.mp3]
B5L10-I-05	傳達	chuándá	V	to convey		[sound:B5.10-02.006.mp3]
B5L10-I-06	陣線	zhènxiàn	N	ranks, front		[sound:B5.10-02.007.mp3]
B5L10-I-07	發起	fāqǐ	V	to initiate, launch, start		[sound:B5.10-02.008.mp3]
B5L10-I-08	盡快	jìnkuài	Adv	as soon/quickly as possible		[sound:B5.10-02.009.mp3]
B5L10-I-09	同性戀	tóngxìngliàn	N	homosexual, gay		[sound:B5.10-02.010.mp3]
B5L10-I-10	異性戀	yìxìngliàn	N	heterosexual, straight		[sound:B5.10-02.011.mp3]
B5L10-I-11	相同	xiāngtóng	Vs	identical		[sound:B5.10-02.012.mp3]
B5L10-I-12	相愛	xiāng'ài'	Vs	in love, to love each other		[sound:B5.10-02.013.mp3]
B5L10-I-13	核心	héxīn	N	core		[sound:B5.10-02.014.mp3]
B5L10-I-14	伴侶	bànlǚ	N	companion, mate, partner		[sound:B5.10-02.015.mp3]
B5L10-I-15	無關	wúguān	Vs	to have nothing to do with, be unrelated		[sound:B5.10-02.016.mp3]
B5L10-I-16	打破	dǎpò	V	to break, shatter		[sound:B5.10-02.017.mp3]
B5L10-I-17	平權	píngquán	N	equal rights		[sound:B5.10-02.018.mp3]
B5L10-I-18	藉由	jièyóu	Prep	through, by		[sound:B5.10-02.019.mp3]
B5L10-I-19	節稅	jiéshuì	Vi	to reduce, save on taxes		[sound:B5.10-02.020.mp3]
B5L10-I-20	病危	bìngwéi	Vs	critically ill		[sound:B5.10-02.021.mp3]
B5L10-I-21	簽署	qiānshù	V	to sign		[sound:B5.10-02.022.mp3]
B5L10-I-22	文件	wénjiàn	N	document		[sound:B5.10-02.023.mp3]
B5L10-I-23	彼此	bǐcǐ	N	each other, one another		[sound:B5.10-02.024.mp3]
B5L10-I-24	親密	qīnmì	Vs	intimate		[sound:B5.10-02.025.mp3]
B5L10-I-25	伙伴	huǒbàn	N	partner		[sound:B5.10-02.026.mp3]
B5L10-I-26	陌生	mòshēng	Vs	unacquainted, not mutually known		[sound:B5.10-02.027.mp3]
B5L10-I-27	性病	xìngbìng	N	sexually transmitted disease, STD		[sound:B5.10-02.028.mp3]
B5L10-I-28	偏見	piānjiàn	N	prejudice, bias		[sound:B5.10-02.029.mp3]
B5L10-I-29	身上	shēnshàng	N	himself, themselves		[sound:B5.10-02.030.mp3]
B5L10-I-30	異性	yìxìng	Vs-attr	opposite sex		[sound:B5.10-02.031.mp3]
B5L10-I-31	有情人終成眷屬	yǒuqíngrén zhōngchéng juànshǔ	Id	the lovers finally got married, every Jack has his Jill		[sound:B5.10-02.032.mp3]
B5L10-I-32	末日	mòrì	N	the end of the world		[sound:B5.10-02.033.mp3]
B5L10-I-33	擴大	kuòdà	V	to expand		[sound:B5.10-02.034.mp3]
B5L10-I-34	範圍	fànwéi	N	scope, range, extent		[sound:B5.10-02.035.mp3]
B5L10-I-35	心聲	xīnshēng	N	heartfelt wishes, aspirations		[sound:B5.10-02.036.mp3]
B5L10-I-36	法案	fǎ'àn'	N	bill, act		[sound:B5.10-02.037.mp3]
B5L10-II-01	鏡頭	jìngtóu	N	lens, shot, scene		[sound:B5.10-06.002.mp3]
B5L10-II-02	聯邦	liánbāng	N	federal, federation, union		[sound:B5.10-06.003.mp3]
B5L10-II-03	彩虹	cǎihóng	N	rainbow		[sound:B5.10-06.004.mp3]
B5L10-II-04	旗	qí	N	flag, banner, standard		[sound:B5.10-06.005.mp3]
B5L10-II-05	時刻	shíkè	N	moment (in time)		[sound:B5.10-06.006.mp3]
B5L10-II-06	駐外	zhùwài	Vi	to be stationed abroad		[sound:B5.10-06.007.mp3]
B5L10-II-07	歡慶	huānqìng	V	to celebrate		[sound:B5.10-06.008.mp3]
B5L10-II-08	擠進	jǐjìn	Vpt	to crowd in, squeeze in		[sound:B5.10-06.009.mp3]
B5L10-II-09	生物	shēngwù	N	biology		[sound:B5.10-06.010.mp3]
B5L10-II-10	本能	běnnéng	N	instinct		[sound:B5.10-06.011.mp3]
B5L10-II-11	繁衍	fányǎn	V	to reproduce, propagate		[sound:B5.10-06.012.mp3]
B5L10-II-12	尋找	xúnzhǎo	V	to search for, seek		[sound:B5.10-06.013.mp3]
B5L10-II-13	交配	jiāopèi	Vi	to mate, copulate		[sound:B5.10-06.014.mp3]
B5L10-II-14	法則	fǎzé	N	law (natural, not legal laws)		[sound:B5.10-06.015.mp3]
B5L10-II-15	定義	dìngyì	N/V	definition; to define		[sound:B5.10-06.016.mp3]
B5L10-II-16	互補	hùbǔ	Vs	to complement each other		[sound:B5.10-06.017.mp3]
B5L10-II-17	組合	zǔhé	N/V	combination; to combine		[sound:B5.10-06.018.mp3]
B5L10-II-18	全體	quántǐ	N	as a whole, whole, entire, overall		[sound:B5.10-06.019.mp3]
B5L10-II-19	詞彙	cíhuì	N	word, term, vocabulary		[sound:B5.10-06.020.mp3]
B5L10-II-20	稱呼	chēnghū	V/N	to call; address, name		[sound:B5.10-06.021.mp3]
B5L10-II-21	建構	jiàngòu	V	to build, construct		[sound:B5.10-06.022.mp3]
B5L10-II-22	革命	gémìng	N/Vi	revolution; to have a revolution		[sound:B5.10-06.023.mp3]
B5L10-II-23	做為	zuòwéi	Vst	to serve as		[sound:B5.10-06.024.mp3]
B5L10-II-24	無視	wúshì	V	to disregard, defy		[sound:B5.10-06.025.mp3]
B5L10-II-25	干涉	gānshè	V	to interfere		[sound:B5.10-06.026.mp3]
B5L10-II-26	邏輯	luójí	N	logic		[sound:B5.10-06.027.mp3]
B5L10-II-27	納入	nàrù	V	to incorporate, include		[sound:B5.10-06.028.mp3]
B5L10-II-28	第三者	dìsānzhě	Ph	"""third party"" (i.e., the ""other man/woman"")"		[sound:B5.10-06.029.mp3]
B5L10-II-29	原則	yuánzé	N	principle		[sound:B5.10-06.030.mp3]
B5L10-II-30	無異	wúyì	Vs	not different from, the same as, tantamount to		[sound:B5.10-06.031.mp3]
B5L10-II-31	形式	xíngshì	N	form		[sound:B5.10-06.032.mp3]
B5L10-II-32	亂倫	luànlún	N	incest		[sound:B5.10-06.033.mp3]
B5L10-II-33	不倫	bùlún	N	immorality		[sound:B5.10-06.034.mp3]
B5L10-II-34	白宮	Báigōng	N	White House	Place	[sound:B5.10-06.035.mp3]
B5L10-II-35	巴黎鐵塔	Bālí Tiětǎ	Ph	Eiffel Tower	Place	[sound:B5.10-06.036.mp3]
B5L10-II-36	打上	dǎshàng	V	to shine up on		[sound:B5.10-06.037.mp3]
B5L10-II-37	燈光	dēngguāng	N	lights		[sound:B5.10-06.038.mp3]
B5L10-II-38	不容忽視	bùróng hūshì	Id	cannot ignore, should not be ignored		[sound:B5.10-06.039.mp3]
B5L10-II-39	有賴	yǒulài	Vst	to depend on, contingent on		[sound:B5.10-06.040.mp3]
B5L10-II-40	各界	gèjiè	N	all walks of life, the public		[sound:B5.10-06.041.mp3]
B5L10-II-41	對話	duìhuà	Vi	to engage in dialogues		[sound:B5.10-06.042.mp3]
B5L10-II-42	激辯	jībiàn	Vi	to engage in robust debate, wrangle		[sound:B5.10-06.043.mp3]
B5L10-II-43	交還	jiāohuán	V	to give back to, to return to		[sound:B5.10-06.044.mp3]
B6L01-I-0-01	職校	zhíxiào	N	speaking vocational school		[sound:B6.01-03.001.mp3]
B6L01-I-0-02	技職	jìzhí	N	technical and vocational career		[sound:B6.01-03.002.mp3]
B6L01-I-0-03	成功之處	chénggōng zhīchù	Ph	where it has been successful, achievement		[sound:B6.01-03.003.mp3]
B6L01-I-0-04	高等	gāoděng	Vs-attr	advanced, higher (education)		[sound:B6.01-03.004.mp3]
B6L01-I-0-05	緊密	jǐnmì	Vs	tight, close		[sound:B6.01-03.005.mp3]
B6L01-I-0-06	連結	liánjié	N/V	linking; to link		[sound:B6.01-03.006.mp3]
B6L01-I-0-07	爭相	zhēngxiāng	Adv	eagerly		[sound:B6.01-03.007.mp3]
B6L01-I-0-08	典範	diǎnfàn	N	paragon, model, example		[sound:B6.01-03.008.mp3]
B6L01-I-01	放眼	fàngyǎn	V	looking to, looking toward		[sound:B6.01-03.009.mp3]
B6L01-I-02	出版	chūbǎn	V	to publish		[sound:B6.01-03.010.mp3]
B6L01-I-03	總要	zǒngyào	Vaux	to have to		[sound:B6.01-03.011.mp3]
B6L01-I-04	嚴陣以待	yánzhèn yǐdài	Id	be ready for, be standing by, lit. wait in full battle array		[sound:B6.01-03.012.mp3]
B6L01-I-05	直言	zhíyán	V	to speak bluntly, to state outright		[sound:B6.01-03.013.mp3]
B6L01-I-06	分析	fēnxī	V	to analyze		[sound:B6.01-03.014.mp3]
B6L01-I-07	身為	shēnwéi	Vst	as, in the capacity of		[sound:B6.01-03.015.mp3]
B6L01-I-08	文憑	wénpíng	N	diploma		[sound:B6.01-03.016.mp3]
B6L01-I-09	一技在身	yíjì zàishēn	Id	to have a skill		[sound:B6.01-03.017.mp3]
B6L01-I-10	點出	diǎnchū	V	to point out		[sound:B6.01-03.018.mp3]
B6L01-I-11	比比皆是	bìbì jiēshì	Id	be ubiquitous, everywhere, very common		[sound:B6.01-03.019.mp3]
B6L01-I-12	理論	lǐlùn	N	theory		[sound:B6.01-03.020.mp3]
B6L01-I-13	製造業	zhìzàoyè	N	manufacturing industry (製造, zhìzào, V, manufacturing; -業, -yè, N, industry)		[sound:B6.01-03.021.mp3]
B6L01-I-14	上工	shànggōng	Vi	to start work, to work independently without supervision		[sound:B6.01-03.022.mp3]
B6L01-I-15	關鍵	guānjiàn	N	the key to, key		[sound:B6.01-03.023.mp3]
B6L01-I-16	案	-àn	N	case		[sound:B6.01-03.024.mp3]
