//當代中文/Book 1/L01-I
陈月美[陳月美]	Chén Yuèměi	a woman from Vietnam
单字[單字]	dānzì	(N) vocabulary, word
倍增[倍增]	bèizēng	(Vp) to increase or improve exponentially
限于[限於]	xiànyú	(Vst) limited to
辽阔[遼闊]	liáokuò	(Vs) expansive, vast
之外[之外]	zhīwài	(N) other than, in addition to
境地[境地]	jìngdì	(N) circumstances, situation, condition
孤立[孤立]	gūlì	(Vs) isolated
赛事[賽事]	sàishì	(N) competition, match, race, games
岛屿[島嶼]	dǎoyǔ	(N) island
四处[四處]	sìchù	(Adv) everywhere
拼音[拼音]	pīnyīn	(N) Romanization, spelling
错误百出[錯誤百出]	cuòwù bǎichū	(Ph) riddled with mistakes
精良[精良]	jīngliáng	(Vs) superior
前来[前來]	qiánlái	(Adv) to come over
版本[版本]	bǎnběn	(N) version
源源不绝[源源不絕]	yuányuán bùjué	(Ph) in uninterrupted flow, in continuous stream
访客[訪客]	fǎngkè	(N) visitor
人文[人文]	rénwén	(N) cultural, (below) the humanities
景观[景觀]	jǐngguān	(N) view, landscape, scenery
底蕴[底蘊]	dǐyùn	(N) foundation, background
深厚[深厚]	shēnhòu	(Vs) deep, solid
步调[步調]	bùdiào	(N) pace
家传[家傳]	jiāchuán	(Vs-attr) traditional, local
勤读[勤讀]	qíndú	(V) to diligently study
书籍[書籍]	shūjí	(N) books, reading material
知晓[知曉]	zhīxiǎo	(Vst) familiar with, proficient in
勤奋[勤奮]	qínfèn	(Adv) diligently and conscientiously
驾驭[駕馭]	jiàyù	(V) to master
重点[重點]	zhòngdiǎn	(N) main point, key point
磨损[磨損]	mósǔn	(Vp) to wear away
搅碎[攪碎]	jiǎosuì	(V) to grind, to shred
翻[翻]	fān	(V) to flip through, to turn (the pages of), crack a book
字典[字典]	zìdiǎn	(N) dictionary
脑子[腦子]	nǎozi	(N) brain
区块[區塊]	qūkuài	(N) area, block
自大[自大]	zìdà	(Vs) arrogant, conceited, swelled-head
独白[獨白]	dúbái	(N) monologue, soliloquy
上演[上演]	shàngyǎn	(V) to perform, to put on (a performance)
戏码[戲碼]	xìmǎ	(N) play, drama
捷克[捷克]	Jiékè	the Czech Republic
//當代中文/Book 6/L06-I
猫熊[貓熊]	māoxióng	(N) panda
人见人爱[人見人愛]	rénjiàn rén'ài	(Id) everybody loves, loved by all
征服[征服]	zhēngfú	(V) to conquer, to subdue, to vanquish
促进[促進]	cùjìn	(Vpt) to promote
友好[友好]	yǒuhǎo	(Vs) friendly, amicable, cordial
使者[使者]	shǐzhě	(N) envoy, emissary
沾染[沾染]	zhānrǎn	(Vpt) soiled with, tainted with, stained with
色彩[色彩]	sècǎi	(N) colors, hues, flavor, character, slant
抵制[抵制]	dǐzhì	(V) to boycott
繁殖[繁殖]	fánzhí	(Vi) to breed, to reproduce, reproduction
名义[名義]	míngyì	(N) in the capacity of
租借[租借]	zūjiè	(V) to lease
出访[出訪]	chūfǎng	(V) to pay an official visit to a friendly foreign country
风云女性[風雲女性]	fēngyún nǚxìng	(Ph) influential/important women, used in the phrase "Woman of the Year"
全程[全程]	quánchéng	(Adv) over the entire duration of
直播[直播]	zhíbò	(V) to live broadcast
产下[產下]	chǎnxià	(Vpt) to give birth to
双胞胎[雙胞胎]	shuāngbāotāi	(N) twins
睁眼[睜眼]	zhēngyǎn	(V-sep) to open one's eyes
登上[登上]	dēngshàng	(Vpt) to ascend to (prominence)
头条[頭條]	tóutiáo	(N) headline
数字化[數位化]	shùwèihuà	(Vp) digital, to digitize
追溯[追溯]	zhuīsù	(V) to trace back to
至[至]	zhì	(Prep) to, up to
何时何地[何時何地]	héshí hédì	(Ph) anytime, anywhere
女皇[女皇]	nǚhuáng	(N) empress, queen
赠送[贈送]	zèngsòng	(V) to give (as a gift)
记载[記載]	jìzài	(V/N) to record, to put down in writing, records
夫人[夫人]	fūrén	(N) wife of a prominent figure, lady, madam
表[表]	biǎo	(V) to show (gratitude, etc.)
救济[救濟]	jiùjì	(V) to provide relief to, relief
谢意[謝意]	xièyì	(N) gratitude, thankfulness, appreciation
自此[自此]	zìcǐ	(Adv) from then on, thereupon
政权[政權]	zhèngquán	(N) political power, regime
欲[欲]	yù	(Vaux) to want to, to wish to, to desire to
藉此[藉此]	jiècǐ	(Ph) (literary) thereby
双边[雙邊]	shuāngbiān	(Vs-attr) bilateral, both parties
稀有[稀有]	xīyǒu	(Vs) rare
饲养场[飼養場]	sìyǎngchǎng	(N) livestock or poultry farm
分别[分別]	fēnbié	(Adv) respectively
货币[貨幣]	huòbì	(N) currency, money
设[設]	shè	(V) to establish, to set up
互[互]	hù	(Adv) (with) each other, mutual (literary)
访问[訪問]	fǎngwèn	(V) to visit, to interview; visit, interview
领取[領取]	lǐngqǔ	(V) to collect, to receive
否决[否決]	fǒujué	(V) to veto
因而[因而]	yīn'ér	(Conj) therefore, as a result
作罢[作罷]	zuòbà	(Vi) to call it quits
甜甜[甜甜]	Tiántián	Tian Tian (貓熊名)
BBC[BBC]	BBC	British Broadcasting Corporation
美香[美香]	Měixiāng	Mei Xiang (貓熊名)
圆仔[圓仔]	Yuánzǎi	Yuan Zai (貓熊名)
唐朝/代[唐朝/代]	Tángcháo/dài	Tang Dynasty (618-907)
武则天[武則天]	Wǔzétiān	Wu Zetian (the only female monarch of China, 624-705)
天武天皇[天武天皇]	Tiānwǔ tiānhuáng	Emperor Temmu (the 40th Emperor of Japan, 631-686)
宋美龄[宋美齡]	Sòng Měilíng	Soong May-ling (Madame Chiang Kai-shek, 1897-2003)
中共[中共]	Zhōnggòng	Communist Party of China (CPC)
苏联[蘇聯]	Sūlián	the Soviet Union
北韩[北韓]	Běihán	North Korea
迈阿密[邁阿密]	Mài'āmì	Miami
芝加哥[芝加哥]	Zhījiāgē	Chicago
国务院[國務院]	Guówùyuàn	State Department (US)
//當代中文/Book 6/L06-II
出租[出租]	chūzū	(V) to rent, for lease; rental, leasing
吸金[吸金]	xījīn	(Vi) to bring in (revenue)
赴[赴]	fù	(V) to go to (literary)
赠与[贈與]	zèngyǔ	(V) to give to
抵达[抵達]	dǐdá	(Vpt) to arrive at
冒雨[冒雨]	màoyǔ	(Adv) despite the rain
迎接[迎接]	yíngjiē	(V) to welcome
首次[首次]	shǒucì	(Adv) for the first time
见客[見客]	jiànkè	(V-sep) to meet with guests
达[達]	dá	(Vpt) to reach, up to
人次[人次]	réncì	(N) head count
当局[當局]	dāngjú	(N) the authorities
宣告[宣告]	xuāngào	(V) to announce, to declare
期间[期間]	qíjiān	(N) over the course of, whilst
为期[為期]	wéiqí	(Vst) lasting a period of, lasting, for a period of
巡展[巡展]	xúnzhǎn	(N) exhibition tour
租金[租金]	zūjīn	(N) rental money, leasing fees, rent
有利可图[有利可圖]	yǒulì kětú	(Id) profitable, promise to be profitable
波[波]	bō	(M) a wave of
拉锯[拉鋸]	lājù	(N) a see-saw (battle), a close contest
可观[可觀]	kěguān	(Vs) considerable (amount of), substantial
收益[收益]	shōuyì	(N) earnings, revenue, income
林业[林業]	línyè	(N) forestry, forest industry
捕捉[捕捉]	bǔzhuō	(V) to catch, to capture
野生[野生]	yěshēng	(Vs-attr) wild, feral
呼吁[呼籲]	hūyù	(Vi) to call on
保育[保育]	bǎoyù	(Vi) to conserve, conservation
设立[設立]	shèlì	(V) to set up, to establish
进展[進展]	jìnzhǎn	(N/Vi) progress; to progress
近亲[近親]	jìnqīn	(N) close relatives
野外[野外]	yěwài	(N) wilderness
近年[近年]	jìnnián	(N) in recent years
圈养[圈養]	juànyǎng	(Vs-attr) raised in pens
野放[野放]	yěfàng	(V) to release into the wild
就算[就算]	jiùsuàn	(Conj) even if
尼克松[尼克森]	Níkèsēn	Richard Nixon (the 37th President of U.S.A, 1913-1994)
北京[北京]	Běijīng	Beijing
周恩来[周恩來]	Zhōu Ēnlái	Zhou Enlai (the 1st to 4th prime minister of the People's Republic of China, 1898-1976)
玲玲[玲玲]	Línglíng	Ling Ling (貓熊名)
兴兴[興興]	Xīngxīng	Xing Xing (貓熊名)
华盛顿[華盛頓]	Huáshèngdùn	Washington (the capital of U.S.A)
港澳[港澳]	Gǎng'ào	Hong Kong and Macao (Macau)
洛杉矶[洛杉磯]	Luòshānjī	Los Angeles
奥运会[奧運會]	Àoyùnhuì	Olympic Games
永永[永永]	Yǒngyǒng	Yong Yong (貓熊名)
迎新[迎新]	Yíngxīn	Ying Xin (貓熊名)
旧金山[舊金山]	Jiùjīnshān	San Francisco
美国联邦渔业和野生动物管理局[美國聯邦漁業和野生動物管理局]	Měiguó liánbāng yúyè hàn yěshēng dòngwù guǎnlǐ jú	FWS: United States Fish and Wildlife Service
四川卧龙自然保护区[四川臥龍自然保護區]	Sìchuān Wòlóng zìrán bǎohù qū	Sichuan Wolong National Nature Reserves
//當代中文/Book 6/L07-I
自我[自我]	zìwǒ	(N) ego-centricity
膨胀[膨脹]	péngzhàng	(Vs) to puff up, to swell up, self-complacent
面貌[面貌]	miànmào	(N) face, real nature of things
醒悟[醒悟]	xǐngwù	(Vp) to come to one's senses, to wake up (to reality), awakening
体会[體會]	tǐhuì	(Vst) to know from experience, to truly understand
苦涩[苦澀]	kǔsè	(Vs/N) bitter; bitterness
情敌[情敵]	qíngdí	(N) rival in love
我行我素[我行我素]	wǒxíng wǒsù	(Id) do things your own way
未婚[未婚]	wèihūn	(Vs) unmarried, single
立志[立志]	lìzhì	(Vi) to determine to become, to resolve to become, to aspire to be
志向[志向]	zhìxiàng	(N) aspiration, ambition
减肥[減肥]	jiǎnféi	(Vi) to lose weight, weight-loss, on a diet
撑[撐]	chēng	(Vi) push yourself, last
定下来[定下來]	dìngxiàlái	(Ph) to settle down
残酷[殘酷]	cánkù	(Vs) cruel, brutal
当下[當下]	dāngxià	(N) at a time when
重来[重來]	chónglái	(Vi) to redo, to relive, to start over
鬼东西[鬼東西]	guǐdōngxi	(Ph) darn thing
俊男美女[俊男美女]	jùnnán měinǚ	(Ph) good-looking man and/or woman
欢喜[歡喜]	huānxǐ	(N) happiness, joy
悲伤[悲傷]	bēishāng	(N) sadness, sorrow
激发出来[激發出來]	jīfā chūlái	(Ph) inspired by, stirred up by, aroused by
发福[發福]	fāfú	(Vp) to put on weight
想干嘛就干嘛[想幹嘛就幹嘛]	xiǎng gànma jiù gànma	(Ph) to do what you want, to be self-indulgent
干[幹]	gàn	(Vi) to do, to engage in, to undertake
无趣[無趣]	wúqù	(Vs) boring, dull, vapid
斟酌[斟酌]	zhēnzhuó	(V) to consider, to think about
何时[何時]	héshí	(N) when, whenever
闪人[閃人]	shǎnrén	(Vi) to leave, to escape, to get out of the way
尴尬[尷尬]	gāngà	(Vs) awkward
忠于[忠於]	zhōngyú	(Vst) to be faithful to
萎缩[萎縮]	wěisuō	(Vs) to shrink
当头棒喝[當頭棒喝]	dāngtóu bànghè	(Id) give a sharp warning, give a wakeup call, wake you up
自以为是[自以為是]	zìyǐ wéishì	(Id) be full of yourself, opinionated, self-righteous
干嘛[幹嘛]	gànma	(Adv) Whatever for?
破绽[破綻]	pòzhàn	(N) flaw, hole (in logic, etc.), fault
德性[德性]	déxìng	(N) your true (negative) self, look at yourself!
勇敢[勇敢]	yǒnggǎn	(Vs) courageous
私生子[私生子]	sīshēngzǐ	(N) illegitimate child, child born out of wedlock, love child
纵使[縱使]	zòngshǐ	(Conj) even though, even if
自诩[自詡]	zìxǔ	(Vi) to brag that you are
开明[開明]	kāimíng	(Vs) enlightened
知识分子[知識份子]	zhīshì fènzǐ	(Ph) intellectual, learned person
留洋[留洋]	liúyáng	(V-sep) to study abroad
老夫子[老夫子]	lǎofūzǐ	(N) conservative scholar, i.e., somebody who is stuck in the past intellectually and unwilling to let new things change him/her
提早[提早]	tízǎo	(Adv) early, ahead of time
温和[溫和]	wēnhé	(Vs) gentle, good-natured, mild-mannered
干架[幹架]	gànjià	(V-sep) to fight with, to quarrel with
逼出[逼出]	bīchū	(V) to force out, to realize
苦[苦]	kǔ	(Vs) bitter
邪恶[邪惡]	xié'è	(Vs) evil, bad
发挥[發揮]	fāhuī	(V) to instigate, to implement, to promote
极致[極致]	jízhì	(N) to the utmost
//當代中文/Book 6/L07-II
晚婚[晚婚]	wǎnhūn	(N) late marriage
直到[直到]	zhídào	(Prep) until, up to, to date
心仪[心儀]	xīnyí	(Vst) to be attracted
表白[表白]	biǎobái	(Vi) to confess (one's love)
使命[使命]	shǐmìng	(N) mission
动力[動力]	dònglì	(N) motivation, impetus
软弱[軟弱]	ruǎnruò	(Vs) weak, soft, (here) passive
共度一生[共度一生]	gòngdù yìshēng	(Ph) to share entire life together
顶多[頂多]	dǐngduō	(Adv) at most
半生[半生]	bànshēng	(N) half one's life
加码[加碼]	jiāmǎ	(Vi) to add to the weight of arguments (by listing...)
之间[之間]	zhījiān	(N) in between, among
模式[模式]	móshì	(N) way, mode
大脑[大腦]	dànǎo	(N) brain, cerebrum
一片空白[一片空白]	yípiàn kòngbái	(Ph) a blank, draw a blank (mentally)
点点滴滴[點點滴滴]	diǎndiǎn dīdī	(Ph) minute details
细腻[細膩]	xìnì	(Vs) meticulous, sensitive to detail
细节[細節]	xìjié	(N) details
神经大条[神經大條]	shénjīng dàtiáo	(Ph) (Tw Mandarin) thick-skinned, insensitive
察言观色[察言觀色]	cháyán guānsè	(Id) to be attentive to contexts
说理[說理]	shuōlǐ	(Vi) to reason, to rationalize things
理性[理性]	lǐxìng	(Vs) rational, logical
不由自主[不由自主]	bùyóu zìzhǔ	(Id) cannot help but (do s/t), involuntarily
惯性[慣性]	guànxìng	(N) routine
长篇大论[長篇大論]	chángpiān dàlùn	(Id) long-winded speech, lengthy lecture
同理心[同理心]	tónglǐxīn	(N) empathy
即[即]	jí	(Adv) soon, immediately
漫不经心[漫不經心]	mànbù jīngxīn	(Id) inattentive, "not all there"
忘记[忘記]	wàngjì	(Vpt) to forget
不守信用[不守信用]	bùshǒu xìnyòng	(Ph) break your word, untrustworthy, go back on your word
说话不算话[說話不算話]	shuōhuà bú suànhuà	(Ph) to not keep your word, your word means nothing
不幸[不幸]	búxìng	(Adv) unfortunately
拐弯抹角[拐彎抹角]	guǎiwān mòjiǎo	(Id) to beat around the bush, equivocate, evade, not be direct
语病[語病]	yǔbìng	(N) faulty wording, bad choice of words
字面[字面]	zìmiàn	(N) literal meaning, surface
争辩不休[爭辯不休]	zhēngbiàn bùxiū	(Ph) to quarrel incessantly
背后[背後]	bèihòu	(N) behind
微妙[微妙]	wéimiào	(Vs) tricky, delicate (situations, etc.)
亲身[親身]	qīnshēn	(Adv) personally, first-hand
共同点[共同點]	gòngtóngdiǎn	(N) common point, something in common, common ground
//當代中文/Book 6/L08-I
黑洞[黑洞]	hēidòng	(N) black hole
荣耀[榮耀]	róngyào	(N) honor, glory
国力[國力]	guólì	(N) national power, national strength
债务[債務]	zhàiwù	(N) debt
谨慎为之[謹慎為之]	jǐnshèn wéizhī	(Ph) be prudent, careful
主办[主辦]	zhǔbàn	(V) to host
强心针[強心針]	qiángxīnzhēn	(N) strongest encouragement, 'a shot in the arm'
国债[國債]	guózhài	(N) national debt
历经[歷經]	lìjīng	(V) to experience, to go through, to have been through
轮[輪]	lún	(M) a round of
脱颖而出[脫穎而出]	tuōyǐng érchū	(Id) stand out from (the rest)
申奥＝申请奥运[申奧＝申請奧運]	shēn'Ào (shēnqǐng Àoyùn)	(Ph) to apply to host the Olympics
宣传[宣傳]	xuānchuán	(N) promotion, propaganda
盛大[盛大]	shèngdà	(Vs) spectacular, grand
项目[項目]	xiàngmù	(N) items, events (of competitions)
盛会[盛會]	shènghuì	(N) grand event, huge gathering
无不[無不]	wúbù	(Adv) invariably, without exception, (lit.) not one (he) doesn't
赞助[贊助]	zànzhù	(V/N) to sponsor; sponsorship, financial support
宣称[宣稱]	xuānchēng	(V) to claim, to assert
庞大[龐大]	pángdà	(Vs) huge
蓬勃[蓬勃]	péngbó	(Adv) vigorously
绚丽[絢麗]	xuànlì	(Vs) gorgeous, dazzling, magnificent
绽放[綻放]	zhànfàng	(Vp) to get into magnificent display
归于[歸於]	guīyú	(Vst) to end up in
前车之鉴[前車之鑑]	qiánchē zhījiàn	(Id) mistakes made by those who came before, lessons from history, instructive precedents
财务[財務]	cáiwù	(N) financial status
兴建[興建]	xīngjiàn	(V) to build, to construct
运动场馆[運動場館]	yùndòng chǎngguǎn	(Ph) stadium, venue for sports
周遭[周遭]	zhōuzāo	(N) surrounding, periphery
更新[更新]	gēngxīn	(V) to update, renew
举债[舉債]	jǔzhài	(Vi) to incur debt
筹措[籌措]	chóucuò	(V) to raise (funds)
还清[還清]	huánqīng	(V) pay off (a debt)
施工[施工]	shīgōng	(N) construction
塔柱[塔柱]	tǎzhù	(N) pylon, pillar
花费[花費]	huāfèi	(V/N) to spend; expenditures
预估[預估]	yùgū	(Vi) to estimate
一路[一路]	yílù	(Adv) all the way
人士[人士]	rénshì	(N) people
足足[足足]	zúzú	(Adv) fully
参与[參與]	cānyù	(V) to participate in, to attend
有余[有餘]	yǒuyú	(N) in excess of
超支[超支]	chāozhī	(N) over-expenditure
专属[專屬]	zhuānshǔ	(N) exclusive characteristic
必[必]	bì	(Adv) to be bound to, to be guaranteed to
巨额[巨額]	jù'é	(N) huge amount, a large sum
足以[足以]	zúyǐ	(Adv) enough to, be sufficient to
回本[回本]	huíběn	(V-sep) to recover one's initial costs
最终[最終]	zuìzhōng	(Adv) in the end, eventually
买单[買單]	mǎidān	(V-sep) to pay a bill, to foot the bill
雅典[雅典]	Yǎdiǎn	Athens
奥林匹克运动会[奧林匹克運動會]	Àolínpīkè yùndònghuì	Olympic Games
世界杯足球赛[世界盃足球賽]	Shìjièbēi zúqiúsài	FIFA World Cup
蒙特娄[蒙特婁]	Méngtèlóu	Montreal, Canada
美金[美金]	Měijīn	US dollars
英镑[英鎊]	Yīngbàng	British pounds
//當代中文/Book 6/L08-II
亏钱[虧錢]	kuīqián	(V-sep) to lose money
亏本[虧本]	kuīběn	(V-sep) to lose money, at a loss
收场[收場]	shōuchǎng	(Vp) to end up with, fix the situation, (below) what are you going to do now?
冷战[冷戰]	lěngzhàn	(N) cold war
氛围[氛圍]	fēnwéi	(N) atmosphere, ambiance
