ID	Traditional	Simplified	Pinyin	POS	Meaning	Audio	Variants	Tags
B6L06-I-T-14	國務院	国务院	Guówùyuàn		State Department (US)	[sound:dangdai-B6L06-I-T-14.mp3]		Name
B6L06-II-01	出租	出租	chūzū	V	to rent, for lease; rental, leasing	[sound:dangdai-B6L06-II-01.mp3]		
B6L06-II-02	吸金	吸金	xījīn	Vi	to bring in (revenue)	[sound:dangdai-B6L06-II-02.mp3]		
B6L06-II-03	赴	赴	fù	V	to go to (literary)	[sound:dangdai-B6L06-II-03.mp3]		
B6L06-II-04	贈與	赠与	zèngyǔ	V	to give to	[sound:dangdai-B6L06-II-04.mp3]		
B6L06-II-05	抵達	抵达	dǐdá	Vpt	to arrive at	[sound:dangdai-B6L06-II-05.mp3]		
B6L06-II-06	冒雨	冒雨	màoyǔ	Adv	despite the rain	[sound:dangdai-B6L06-II-06.mp3]		
B6L06-II-07	迎接	迎接	yíngjiē	V	to welcome	[sound:dangdai-B6L06-II-07.mp3]		
B6L06-II-08	首次	首次	shǒucì	Adv	for the first time	[sound:dangdai-B6L06-II-08.mp3]		
B6L06-II-09	見客	见客	jiànkè	V-sep	to meet with guests	[sound:dangdai-B6L06-II-09.mp3]		
B6L06-II-10	達	达	dá	Vpt	to reach, up to	[sound:dangdai-B6L06-II-10.mp3]		
B6L06-II-11	人次	人次	réncì	N	head count	[sound:dangdai-B6L06-II-11.mp3]		
B6L06-II-12	當局	当局	dāngjú	N	the authorities	[sound:dangdai-B6L06-II-12.mp3]		
B6L06-II-13	宣告	宣告	xuāngào	V	to announce, to declare	[sound:dangdai-B6L06-II-13.mp3]		
B6L06-II-14	期間	期间	qíjiān	N	over the course of, whilst	[sound:dangdai-B6L06-II-14.mp3]		
B6L06-II-15	為期	为期	wéiqí	Vst	lasting a period of, lasting, for a period of	[sound:dangdai-B6L06-II-15.mp3]		
B6L06-II-16	巡展	巡展	xúnzhǎn	N	exhibition tour	[sound:dangdai-B6L06-II-16.mp3]		
B6L06-II-17	租金	租金	zūjīn	N	rental money, leasing fees, rent	[sound:dangdai-B6L06-II-17.mp3]		
B6L06-II-18	有利可圖	有利可图	yǒulì kětú	Id	profitable, promise to be profitable	[sound:dangdai-B6L06-II-18.mp3]		
B6L06-II-19	波	波	bō	M	a wave of	[sound:dangdai-B6L06-II-19.mp3]		
B6L06-II-20	拉鋸	拉锯	lājù	N	a see-saw (battle), a close contest	[sound:dangdai-B6L06-II-20.mp3]		
B6L06-II-21	可觀	可观	kěguān	Vs	considerable (amount of), substantial	[sound:dangdai-B6L06-II-21.mp3]		
B6L06-II-22	收益	收益	shōuyì	N	earnings, revenue, income	[sound:dangdai-B6L06-II-22.mp3]		
B6L06-II-23	林業	林业	línyè	N	forestry, forest industry	[sound:dangdai-B6L06-II-23.mp3]		
B6L06-II-24	捕捉	捕捉	bǔzhuō	V	to catch, to capture	[sound:dangdai-B6L06-II-24.mp3]		
B6L06-II-25	野生	野生	yěshēng	Vs-attr	wild, feral	[sound:dangdai-B6L06-II-25.mp3]		
B6L06-II-26	呼籲	呼吁	hūyù	Vi	to call on	[sound:dangdai-B6L06-II-26.mp3]		
B6L06-II-27	保育	保育	bǎoyù	Vi	to conserve, conservation	[sound:dangdai-B6L06-II-27.mp3]		
B6L06-II-28	設立	设立	shèlì	V	to set up, to establish	[sound:dangdai-B6L06-II-28.mp3]		
B6L06-II-29	進展	进展	jìnzhǎn	N/Vi	progress; to progress	[sound:dangdai-B6L06-II-29.mp3]		
B6L06-II-30	近親	近亲	jìnqīn	N	close relatives	[sound:dangdai-B6L06-II-30.mp3]		
B6L06-II-31	野外	野外	yěwài	N	wilderness	[sound:dangdai-B6L06-II-31.mp3]		
B6L06-II-32	近年	近年	jìnnián	N	in recent years	[sound:dangdai-B6L06-II-32.mp3]		
B6L06-II-33	圈養	圈养	juànyǎng	Vs-attr	raised in pens	[sound:dangdai-B6L06-II-33.mp3]		
B6L06-II-34	野放	野放	yěfàng	V	to release into the wild	[sound:dangdai-B6L06-II-34.mp3]		
B6L06-II-35	就算	就算	jiùsuàn	Conj	even if	[sound:dangdai-B6L06-II-35.mp3]		
B6L06-II-T-01	尼克森	尼克松	Níkèsēn		Richard Nixon (the 37th President of U.S.A, 1913-1994)	[sound:dangdai-B6L06-II-T-01.mp3]		Name
B6L06-II-T-02	北京	北京	Běijīng		Beijing	[sound:dangdai-B6L06-II-T-02.mp3]		Name
B6L06-II-T-03	周恩來	周恩来	Zhōu Ēnlái		Zhou Enlai (the 1st to 4th prime minister of the People's Republic of China, 1898-1976)	[sound:dangdai-B6L06-II-T-03.mp3]		Name
B6L06-II-T-04	玲玲	玲玲	Línglíng		Ling Ling (貓熊名)	[sound:dangdai-B6L06-II-T-04.mp3]		Name
B6L06-II-T-05	興興	兴兴	Xīngxīng		Xing Xing (貓熊名)	[sound:dangdai-B6L06-II-T-05.mp3]		Name
B6L06-II-T-06	華盛頓	华盛顿	Huáshèngdùn		Washington (the capital of U.S.A)	[sound:dangdai-B6L06-II-T-06.mp3]		Name
B6L06-II-T-07	港澳	港澳	Gǎng'ào		Hong Kong and Macao (Macau)	[sound:dangdai-B6L06-II-T-07.mp3]		Name
B6L06-II-T-08	洛杉磯	洛杉矶	Luòshānjī		Los Angeles	[sound:dangdai-B6L06-II-T-08.mp3]		Name
B6L06-II-T-09	奧運會	奥运会	Àoyùnhuì		Olympic Games	[sound:dangdai-B6L06-II-T-09.mp3]		Name
B6L06-II-T-10	永永	永永	Yǒngyǒng		Yong Yong (貓熊名)	[sound:dangdai-B6L06-II-T-10.mp3]		Name
B6L06-II-T-11	迎新	迎新	Yíngxīn		Ying Xin (貓熊名)	[sound:dangdai-B6L06-II-T-11.mp3]		Name
B6L06-II-T-12	舊金山	旧金山	Jiùjīnshān		San Francisco	[sound:dangdai-B6L06-II-T-12.mp3]		Name
B6L06-II-T-13	美國聯邦漁業和野生動物管理局	美国联邦渔业和野生动物管理局	Měiguó liánbāng yúyè hàn yěshēng dòngwù guǎnlǐ jú		FWS: United States Fish and Wildlife Service	[sound:dangdai-B6L06-II-T-13.mp3]		Name
B6L06-II-T-14	四川臥龍自然保護區	四川卧龙自然保护区	Sìchuān Wòlóng zìrán bǎohù qū		Sichuan Wolong National Nature Reserves	[sound:dangdai-B6L06-II-T-14.mp3]		Name
B6L07-I-0-01	自我	自我	zìwǒ	N	ego-centricity	[sound:dangdai-B6L07-I-0-01.mp3]		
B6L07-I-0-02	膨脹	膨胀	péngzhàng	Vs	to puff up, to swell up, self-complacent	[sound:dangdai-B6L07-I-0-02.mp3]		
B6L07-I-0-03	面貌	面貌	miànmào	N	face, real nature of things	[sound:dangdai-B6L07-I-0-03.mp3]		
B6L07-I-0-04	醒悟	醒悟	xǐngwù	Vp	to come to one's senses, to wake up (to reality), awakening	[sound:dangdai-B6L07-I-0-04.mp3]		
B6L07-I-0-05	體會	体会	tǐhuì	Vst	to know from experience, to truly understand	[sound:dangdai-B6L07-I-0-05.mp3]		
B6L07-I-0-06	苦澀	苦涩	kǔsè	Vs/N	bitter; bitterness	[sound:dangdai-B6L07-I-0-06.mp3]		
B6L07-I-01	情敵	情敌	qíngdí	N	rival in love	[sound:dangdai-B6L07-I-01.mp3]		
B6L07-I-02	我行我素	我行我素	wǒxíng wǒsù	Id	do things your own way	[sound:dangdai-B6L07-I-02.mp3]		
B6L07-I-03	未婚	未婚	wèihūn	Vs	unmarried, single	[sound:dangdai-B6L07-I-03.mp3]		
B6L07-I-04	立志	立志	lìzhì	Vi	to determine to become, to resolve to become, to aspire to be	[sound:dangdai-B6L07-I-04.mp3]		
B6L07-I-05	志向	志向	zhìxiàng	N	aspiration, ambition	[sound:dangdai-B6L07-I-05.mp3]		
B6L07-I-06	減肥	减肥	jiǎnféi	Vi	to lose weight, weight-loss, on a diet	[sound:dangdai-B6L07-I-06.mp3]		
B6L07-I-07	撐	撑	chēng	Vi	push yourself, last	[sound:dangdai-B6L07-I-07.mp3]		
B6L07-I-08	定下來	定下来	dìngxiàlái	Ph	to settle down	[sound:dangdai-B6L07-I-08.mp3]		
B6L07-I-09	殘酷	残酷	cánkù	Vs	cruel, brutal	[sound:dangdai-B6L07-I-09.mp3]		
B6L07-I-10	當下	当下	dāngxià	N	at a time when	[sound:dangdai-B6L07-I-10.mp3]		
B6L07-I-11	重來	重来	chónglái	Vi	to redo, to relive, to start over	[sound:dangdai-B6L07-I-11.mp3]		
B6L07-I-12	鬼東西	鬼东西	guǐdōngxi	Ph	darn thing	[sound:dangdai-B6L07-I-12.mp3]		
B6L07-I-13	俊男美女	俊男美女	jùnnán měinǚ	Ph	good-looking man and/or woman	[sound:dangdai-B6L07-I-13.mp3]		
B6L07-I-14	歡喜	欢喜	huānxǐ	N	happiness, joy	[sound:dangdai-B6L07-I-14.mp3]		
B6L07-I-15	悲傷	悲伤	bēishāng	N	sadness, sorrow	[sound:dangdai-B6L07-I-15.mp3]		
B6L07-I-16	激發出來	激发出来	jīfā chūlái	Ph	inspired by, stirred up by, aroused by	[sound:dangdai-B6L07-I-16.mp3]		
B6L07-I-17	發福	发福	fāfú	Vp	to put on weight	[sound:dangdai-B6L07-I-17.mp3]		
B6L07-I-18	想幹嘛就幹嘛	想干嘛就干嘛	xiǎng gànma jiù gànma	Ph	to do what you want, to be self-indulgent	[sound:dangdai-B6L07-I-18.mp3]		
B6L07-I-19	幹	干	gàn	Vi	to do, to engage in, to undertake	[sound:dangdai-B6L07-I-19.mp3]		
B6L07-I-20	無趣	无趣	wúqù	Vs	boring, dull, vapid	[sound:dangdai-B6L07-I-20.mp3]		
B6L07-I-21	斟酌	斟酌	zhēnzhuó	V	to consider, to think about	[sound:dangdai-B6L07-I-21.mp3]		
B6L07-I-22	何時	何时	héshí	N	when, whenever	[sound:dangdai-B6L07-I-22.mp3]		
B6L07-I-23	閃人	闪人	shǎnrén	Vi	to leave, to escape, to get out of the way	[sound:dangdai-B6L07-I-23.mp3]		
B6L07-I-24	尷尬	尴尬	gāngà	Vs	awkward	[sound:dangdai-B6L07-I-24.mp3]		
B6L07-I-25	忠於	忠于	zhōngyú	Vst	to be faithful to	[sound:dangdai-B6L07-I-25.mp3]		
B6L07-I-26	萎縮	萎缩	wěisuō	Vs	to shrink	[sound:dangdai-B6L07-I-26.mp3]		
B6L07-I-27	當頭棒喝	当头棒喝	dāngtóu bànghè	Id	give a sharp warning, give a wakeup call, wake you up	[sound:dangdai-B6L07-I-27.mp3]		
B6L07-I-28	自以為是	自以为是	zìyǐ wéishì	Id	be full of yourself, opinionated, self-righteous	[sound:dangdai-B6L07-I-28.mp3]		
B6L07-I-29	幹嘛	干嘛	gànma	Adv	Whatever for?	[sound:dangdai-B6L07-I-29.mp3]		
B6L07-I-30	破綻	破绽	pòzhàn	N	flaw, hole (in logic, etc.), fault	[sound:dangdai-B6L07-I-30.mp3]		
B6L07-I-31	德性	德性	déxìng	N	your true (negative) self, look at yourself!	[sound:dangdai-B6L07-I-31.mp3]		
B6L07-I-32	勇敢	勇敢	yǒnggǎn	Vs	courageous	[sound:dangdai-B6L07-I-32.mp3]		
B6L07-I-33	私生子	私生子	sīshēngzǐ	N	illegitimate child, child born out of wedlock, love child	[sound:dangdai-B6L07-I-33.mp3]		
B6L07-I-34	縱使	纵使	zòngshǐ	Conj	even though, even if	[sound:dangdai-B6L07-I-34.mp3]		
B6L07-I-35	自詡	自诩	zìxǔ	Vi	to brag that you are	[sound:dangdai-B6L07-I-35.mp3]		
B6L07-I-36	開明	开明	kāimíng	Vs	enlightened	[sound:dangdai-B6L07-I-36.mp3]		
B6L07-I-37	知識份子	知识分子	zhīshì fènzǐ	Ph	intellectual, learned person	[sound:dangdai-B6L07-I-37.mp3]		
B6L07-I-38	留洋	留洋	liúyáng	V-sep	to study abroad	[sound:dangdai-B6L07-I-38.mp3]		
B6L07-I-39	老夫子	老夫子	lǎofūzǐ	N	conservative scholar, i.e., somebody who is stuck in the past intellectually and unwilling to let new things change him/her	[sound:dangdai-B6L07-I-39.mp3]		
B6L07-I-40	提早	提早	tízǎo	Adv	early, ahead of time	[sound:dangdai-B6L07-I-40.mp3]		
B6L07-I-41	溫和	温和	wēnhé	Vs	gentle, good-natured, mild-mannered	[sound:dangdai-B6L07-I-41.mp3]		
B6L07-I-42	幹架	干架	gànjià	V-sep	to fight with, to quarrel with	[sound:dangdai-B6L07-I-42.mp3]		
B6L07-I-43	逼出	逼出	bīchū	V	to force out, to realize	[sound:dangdai-B6L07-I-43.mp3]		
B6L07-I-44	苦	苦	kǔ	Vs	bitter	[sound:dangdai-B6L07-I-44.mp3]		
B6L07-I-45	邪惡	邪恶	xié'è	Vs	evil, bad	[sound:dangdai-B6L07-I-45.mp3]		
B6L07-I-46	發揮	发挥	fāhuī	V	to instigate, to implement, to promote	[sound:dangdai-B6L07-I-46.mp3]		
B6L07-I-47	極致	极致	jízhì	N	to the utmost	[sound:dangdai-B6L07-I-47.mp3]		
B6L07-II-01	晚婚	晚婚	wǎnhūn	N	late marriage	[sound:dangdai-B6L07-II-01.mp3]		
B6L07-II-02	直到	直到	zhídào	Prep	until, up to, to date	[sound:dangdai-B6L07-II-02.mp3]		
B6L07-II-03	心儀	心仪	xīnyí	Vst	to be attracted	[sound:dangdai-B6L07-II-03.mp3]		
B6L07-II-04	表白	表白	biǎobái	Vi	to confess (one's love)	[sound:dangdai-B6L07-II-04.mp3]		
B6L07-II-05	使命	使命	shǐmìng	N	mission	[sound:dangdai-B6L07-II-05.mp3]		
B6L07-II-06	動力	动力	dònglì	N	motivation, impetus	[sound:dangdai-B6L07-II-06.mp3]		
B6L07-II-07	軟弱	软弱	ruǎnruò	Vs	weak, soft, (here) passive	[sound:dangdai-B6L07-II-07.mp3]		
B6L07-II-08	共度一生	共度一生	gòngdù yìshēng	Ph	to share entire life together	[sound:dangdai-B6L07-II-08.mp3]		
B6L07-II-09	頂多	顶多	dǐngduō	Adv	at most	[sound:dangdai-B6L07-II-09.mp3]		
B6L07-II-10	半生	半生	bànshēng	N	half one's life	[sound:dangdai-B6L07-II-10.mp3]		
B6L07-II-11	加碼	加码	jiāmǎ	Vi	to add to the weight of arguments (by listing...)	[sound:dangdai-B6L07-II-11.mp3]		
B6L07-II-12	之間	之间	zhījiān	N	in between, among	[sound:dangdai-B6L07-II-12.mp3]		
B6L07-II-13	模式	模式	móshì	N	way, mode	[sound:dangdai-B6L07-II-13.mp3]		
B6L07-II-14	大腦	大脑	dànǎo	N	brain, cerebrum	[sound:dangdai-B6L07-II-14.mp3]		
B6L07-II-15	一片空白	一片空白	yípiàn kòngbái	Ph	a blank, draw a blank (mentally)	[sound:dangdai-B6L07-II-15.mp3]		
B6L07-II-16	點點滴滴	点点滴滴	diǎndiǎn dīdī	Ph	minute details	[sound:dangdai-B6L07-II-16.mp3]		
B6L07-II-17	細膩	细腻	xìnì	Vs	meticulous, sensitive to detail	[sound:dangdai-B6L07-II-17.mp3]		
B6L07-II-18	細節	细节	xìjié	N	details	[sound:dangdai-B6L07-II-18.mp3]		
B6L07-II-19	神經大條	神经大条	shénjīng dàtiáo	Ph	(Tw Mandarin) thick-skinned, insensitive	[sound:dangdai-B6L07-II-19.mp3]		
B6L07-II-20	察言觀色	察言观色	cháyán guānsè	Id	to be attentive to contexts	[sound:dangdai-B6L07-II-20.mp3]		
B6L07-II-21	說理	说理	shuōlǐ	Vi	to reason, to rationalize things	[sound:dangdai-B6L07-II-21.mp3]		
B6L07-II-22	理性	理性	lǐxìng	Vs	rational, logical	[sound:dangdai-B6L07-II-22.mp3]		
B6L07-II-23	不由自主	不由自主	bùyóu zìzhǔ	Id	cannot help but (do s/t), involuntarily	[sound:dangdai-B6L07-II-23.mp3]		
B6L07-II-24	慣性	惯性	guànxìng	N	routine	[sound:dangdai-B6L07-II-24.mp3]		
B6L07-II-25	長篇大論	长篇大论	chángpiān dàlùn	Id	long-winded speech, lengthy lecture	[sound:dangdai-B6L07-II-25.mp3]		
B6L07-II-26	同理心	同理心	tónglǐxīn	N	empathy	[sound:dangdai-B6L07-II-26.mp3]		
B6L07-II-27	即	即	jí	Adv	soon, immediately	[sound:dangdai-B6L07-II-27.mp3]		
B6L07-II-28	漫不經心	漫不经心	mànbù jīngxīn	Id	"inattentive, ""not all there"""	[sound:dangdai-B6L07-II-28.mp3]		
B6L07-II-29	忘記	忘记	wàngjì	Vpt	to forget	[sound:dangdai-B6L07-II-29.mp3]		
B6L07-II-30	不守信用	不守信用	bùshǒu xìnyòng	Ph	break your word, untrustworthy, go back on your word	[sound:dangdai-B6L07-II-30.mp3]		
B6L07-II-31	說話不算話	说话不算话	shuōhuà bú suànhuà	Ph	to not keep your word, your word means nothing	[sound:dangdai-B6L07-II-31.mp3]		
B6L07-II-32	不幸	不幸	búxìng	Adv	unfortunately	[sound:dangdai-B6L07-II-32.mp3]		
B6L07-II-33	拐彎抹角	拐弯抹角	guǎiwān mòjiǎo	Id	to beat around the bush, equivocate, evade, not be direct	[sound:dangdai-B6L07-II-33.mp3]		
B6L07-II-34	語病	语病	yǔbìng	N	faulty wording, bad choice of words	[sound:dangdai-B6L07-II-34.mp3]		
B6L07-II-35	字面	字面	zìmiàn	N	literal meaning, surface	[sound:dangdai-B6L07-II-35.mp3]		
B6L07-II-36	爭辯不休	争辩不休	zhēngbiàn bùxiū	Ph	to quarrel incessantly	[sound:dangdai-B6L07-II-36.mp3]		
B6L07-II-37	背後	背后	bèihòu	N	behind	[sound:dangdai-B6L07-II-37.mp3]		
B6L07-II-38	微妙	微妙	wéimiào	Vs	tricky, delicate (situations, etc.)	[sound:dangdai-B6L07-II-38.mp3]		
B6L07-II-39	親身	亲身	qīnshēn	Adv	personally, first-hand	[sound:dangdai-B6L07-II-39.mp3]		
B6L07-II-40	共同點	共同点	gòngtóngdiǎn	N	common point, something in common, common ground	[sound:dangdai-B6L07-II-40.mp3]		
B6L08-I-0-01	黑洞	黑洞	hēidòng	N	black hole	[sound:dangdai-B6L08-I-0-01.mp3]		
B6L08-I-0-02	榮耀	荣耀	róngyào	N	honor, glory	[sound:dangdai-B6L08-I-0-02.mp3]		
B6L08-I-0-03	國力	国力	guólì	N	national power, national strength	[sound:dangdai-B6L08-I-0-03.mp3]		
B6L08-I-0-04	債務	债务	zhàiwù	N	debt	[sound:dangdai-B6L08-I-0-04.mp3]		
B6L08-I-0-05	謹慎為之	谨慎为之	jǐnshèn wéizhī	Ph	be prudent, careful	[sound:dangdai-B6L08-I-0-05.mp3]		
B6L08-I-01	主辦	主办	zhǔbàn	V	to host	[sound:dangdai-B6L08-I-01.mp3]		
B6L08-I-02	強心針	强心针	qiángxīnzhēn	N	strongest encouragement, 'a shot in the arm'	[sound:dangdai-B6L08-I-02.mp3]		
B6L08-I-03	國債	国债	guózhài	N	national debt	[sound:dangdai-B6L08-I-03.mp3]		
B6L08-I-04	歷經	历经	lìjīng	V	to experience, to go through, to have been through	[sound:dangdai-B6L08-I-04.mp3]		
B6L08-I-05	輪	轮	lún	M	a round of	[sound:dangdai-B6L08-I-05.mp3]		
B6L08-I-06	脫穎而出	脱颖而出	tuōyǐng érchū	Id	stand out from (the rest)	[sound:dangdai-B6L08-I-06.mp3]		
B6L08-I-07	申奧＝申請奧運	申奥＝申请奥运	shēn'Ào (shēnqǐng Àoyùn)	Ph	to apply to host the Olympics	[sound:dangdai-B6L08-I-07.mp3]	申奧 [shēn'Ào] / 申請奧運 [shēnqǐng Àoyùn]	
B6L08-I-08	宣傳	宣传	xuānchuán	N	promotion, propaganda	[sound:dangdai-B6L08-I-08.mp3]		
B6L08-I-09	盛大	盛大	shèngdà	Vs	spectacular, grand	[sound:dangdai-B6L08-I-09.mp3]		
B6L08-I-10	項目	项目	xiàngmù	N	items, events (of competitions)	[sound:dangdai-B6L08-I-10.mp3]		
B6L08-I-11	盛會	盛会	shènghuì	N	grand event, huge gathering	[sound:dangdai-B6L08-I-11.mp3]		
B6L08-I-12	無不	无不	wúbù	Adv	invariably, without exception, (lit.) not one (he) doesn't	[sound:dangdai-B6L08-I-12.mp3]		
B6L08-I-13	贊助	赞助	zànzhù	V/N	to sponsor; sponsorship, financial support	[sound:dangdai-B6L08-I-13.mp3]		
B6L08-I-14	宣稱	宣称	xuānchēng	V	to claim, to assert	[sound:dangdai-B6L08-I-14.mp3]		
B6L08-I-15	龐大	庞大	pángdà	Vs	huge	[sound:dangdai-B6L08-I-15.mp3]		
B6L08-I-16	蓬勃	蓬勃	péngbó	Adv	vigorously	[sound:dangdai-B6L08-I-16.mp3]		
B6L08-I-17	絢麗	绚丽	xuànlì	Vs	gorgeous, dazzling, magnificent	[sound:dangdai-B6L08-I-17.mp3]		
B6L08-I-18	綻放	绽放	zhànfàng	Vp	to get into magnificent display	[sound:dangdai-B6L08-I-18.mp3]		
B6L08-I-19	歸於	归于	guīyú	Vst	to end up in	[sound:dangdai-B6L08-I-19.mp3]		
B6L08-I-20	前車之鑑	前车之鉴	qiánchē zhījiàn	Id	mistakes made by those who came before, lessons from history, instructive precedents	[sound:dangdai-B6L08-I-20.mp3]		
B6L08-I-21	財務	财务	cáiwù	N	financial status	[sound:dangdai-B6L08-I-21.mp3]		
B6L08-I-22	興建	兴建	xīngjiàn	V	to build, to construct	[sound:dangdai-B6L08-I-22.mp3]		
B6L08-I-23	運動場館	运动场馆	yùndòng chǎngguǎn	Ph	stadium, venue for sports	[sound:dangdai-B6L08-I-23.mp3]		
B6L08-I-24	周遭	周遭	zhōuzāo	N	surrounding, periphery	[sound:dangdai-B6L08-I-24.mp3]		
B6L08-I-25	更新	更新	gēngxīn	V	to update, renew	[sound:dangdai-B6L08-I-25.mp3]		
B6L08-I-26	舉債	举债	jǔzhài	Vi	to incur debt	[sound:dangdai-B6L08-I-26.mp3]		
B6L08-I-27	籌措	筹措	chóucuò	V	to raise (funds)	[sound:dangdai-B6L08-I-27.mp3]		
B6L08-I-28	還清	还清	huánqīng	V	pay off (a debt)	[sound:dangdai-B6L08-I-28.mp3]		
B6L08-I-29	施工	施工	shīgōng	N	construction	[sound:dangdai-B6L08-I-29.mp3]		
B6L08-I-30	塔柱	塔柱	tǎzhù	N	pylon, pillar	[sound:dangdai-B6L08-I-30.mp3]		
B6L08-I-31	花費	花费	huāfèi	V/N	to spend; expenditures	[sound:dangdai-B6L08-I-31.mp3]		
B6L08-I-32	預估	预估	yùgū	Vi	to estimate	[sound:dangdai-B6L08-I-32.mp3]		
B6L08-I-33	一路	一路	yílù	Adv	all the way	[sound:dangdai-B6L08-I-33.mp3]		
B6L08-I-34	人士	人士	rénshì	N	people	[sound:dangdai-B6L08-I-34.mp3]		
B6L08-I-35	足足	足足	zúzú	Adv	fully	[sound:dangdai-B6L08-I-35.mp3]		
B6L08-I-36	參與	参与	cānyù	V	to participate in, to attend	[sound:dangdai-B6L08-I-36.mp3]		
B6L08-I-37	有餘	有余	yǒuyú	N	in excess of	[sound:dangdai-B6L08-I-37.mp3]		
B6L08-I-38	超支	超支	chāozhī	N	over-expenditure	[sound:dangdai-B6L08-I-38.mp3]		
B6L08-I-39	專屬	专属	zhuānshǔ	N	exclusive characteristic	[sound:dangdai-B6L08-I-39.mp3]		
B6L08-I-40	必	必	bì	Adv	to be bound to, to be guaranteed to	[sound:dangdai-B6L08-I-40.mp3]		
B6L08-I-41	巨額	巨额	jù'é	N	huge amount, a large sum	[sound:dangdai-B6L08-I-41.mp3]		
B6L08-I-42	足以	足以	zúyǐ	Adv	enough to, be sufficient to	[sound:dangdai-B6L08-I-42.mp3]		
B6L08-I-43	回本	回本	huíběn	V-sep	to recover one's initial costs	[sound:dangdai-B6L08-I-43.mp3]		
B6L08-I-44	最終	最终	zuìzhōng	Adv	in the end, eventually	[sound:dangdai-B6L08-I-44.mp3]		
B6L08-I-45	買單	买单	mǎidān	V-sep	to pay a bill, to foot the bill	[sound:dangdai-B6L08-I-45.mp3]		
B6L08-I-T-01	雅典	雅典	Yǎdiǎn		Athens	[sound:dangdai-B6L08-I-T-01.mp3]		Name
B6L08-I-T-02	奧林匹克運動會	奥林匹克运动会	Àolínpīkè yùndònghuì		Olympic Games	[sound:dangdai-B6L08-I-T-02.mp3]		Name
B6L08-I-T-03	世界盃足球賽	世界杯足球赛	Shìjièbēi zúqiúsài		FIFA World Cup	[sound:dangdai-B6L08-I-T-03.mp3]		Name
B6L08-I-T-04	蒙特婁	蒙特娄	Méngtèlóu		Montreal, Canada	[sound:dangdai-B6L08-I-T-04.mp3]		Name
B6L08-I-T-05	美金	美金	Měijīn		US dollars	[sound:dangdai-B6L08-I-T-05.mp3]		Name
B6L08-I-T-06	英鎊	英镑	Yīngbàng		British pounds	[sound:dangdai-B6L08-I-T-06.mp3]		Name
B6L08-II-01	虧錢	亏钱	kuīqián	V-sep	to lose money	[sound:dangdai-B6L08-II-01.mp3]		
B6L08-II-02	虧本	亏本	kuīběn	V-sep	to lose money, at a loss	[sound:dangdai-B6L08-II-02.mp3]		
B6L08-II-03	收場	收场	shōuchǎng	Vp	to end up with, fix the situation, (below) what are you going to do now?	[sound:dangdai-B6L08-II-03.mp3]		
B6L08-II-04	冷戰	冷战	lěngzhàn	N	cold war	[sound:dangdai-B6L08-II-04.mp3]		
B6L08-II-05	氛圍	氛围	fēnwéi	N	atmosphere, ambiance	[sound:dangdai-B6L08-II-05.mp3]		
B6L08-II-06	突然之間	突然之间	túrán zhījiān	Id	suddenly (之間, N, among, between)	[sound:dangdai-B6L08-II-06.mp3]		
B6L08-II-07	燙手山芋	烫手山芋	tàngshǒu shānyù	Ph	a hot potato, something nobody wants	[sound:dangdai-B6L08-II-07.mp3]		
B6L08-II-08	唯二	唯二	wéi'èr	Vs-attr	only two	[sound:dangdai-B6L08-II-08.mp3]		
B6L08-II-09	決選出	决选出	juéxuǎnchū	Ph	to have finalized on the selection of	[sound:dangdai-B6L08-II-09.mp3]		
B6L08-II-10	意味	意味	yìwèi	V	to mean	[sound:dangdai-B6L08-II-10.mp3]		
B6L08-II-11	接下	接下	jiēxià	V	to agree to	[sound:dangdai-B6L08-II-11.mp3]		
B6L08-II-12	為人稱道	为人称道	wéirén chēngdào	Ph	to be praise-worthy	[sound:dangdai-B6L08-II-12.mp3]		
B6L08-II-13	經由	经由	jīngyóu	Prep	through, via, by way of	[sound:dangdai-B6L08-II-13.mp3]		
B6L08-II-14	招商	招商	zhāoshāng	Vi	to attract investment	[sound:dangdai-B6L08-II-14.mp3]		
B6L08-II-15	盈餘	盈余	yíngyú	N	profit, earnings	[sound:dangdai-B6L08-II-15.mp3]		
B6L08-II-16	開幕	开幕	kāimù	Vi	opening (ceremony)	[sound:dangdai-B6L08-II-16.mp3]		
B6L08-II-17	閉幕	闭幕	bìmù	Vi	closing (ceremony)	[sound:dangdai-B6L08-II-17.mp3]		
B6L08-II-18	典禮	典礼	diǎnlǐ	N	ceremony	[sound:dangdai-B6L08-II-18.mp3]		
B6L08-II-19	損益平衡	损益平衡	sǔnyì pínghéng	Ph	break even, lit. losses and profits balance out	[sound:dangdai-B6L08-II-19.mp3]		
